iso3,month,event_count,fatalities,severity_score
MAR,2024-02-01,296,5,301
MAR,2024-03-01,406,5,411
MAR,2024-04-01,293,4,297
MAR,2024-05-01,385,3,388
MAR,2024-06-01,293,0,293
MAR,2024-07-01,304,0,304
MAR,2024-08-01,302,0,302
MAR,2024-09-01,264,2,266
MAR,2024-10-01,312,7,319
MAR,2024-11-01,315,9,324
MAR,2024-12-01,261,3,264
MAR,2025-01-01,270,9,279
MAR,2025-02-01,132,0,132
MEX,2018-01-01,976,851,1827
MEX,2018-02-01,938,767,1705
MEX,2018-03-01,991,760,1751
MEX,2018-04-01,958,709,1667
MEX,2018-05-01,1148,756,1904
MEX,2018-06-01,1071,681,1752
MEX,2018-07-01,1076,850,1926
MEX,2018-08-01,1171,952,2123
MEX,2018-09-01,1219,789,2008
MEX,2018-10-01,1314,884,2198
MEX,2018-11-01,1005,731,1736
MEX,2018-12-01,1183,865,2048
MEX,2019-01-01,1139,991,2130
MEX,2019-02-01,1358,995,2353
MEX,2019-03-01,988,699,1687
MEX,2019-04-01,1073,778,1851
MEX,2019-05-01,1074,659,1733
MEX,2019-06-01,1108,741,1849
MEX,2019-07-01,1073,761,1834
MEX,2019-08-01,1162,785,1947
MEX,2019-09-01,1158,697,1855
MEX,2019-10-01,1237,790,2027
MEX,2019-11-01,1080,780,1860
MEX,2019-12-01,922,567,1489
MEX,2020-01-01,1016,720,1736
MEX,2020-02-01,1117,710,1827
MEX,2020-03-01,1108,694,1802
MEX,2020-04-01,995,674,1669
MEX,2020-05-01,1223,847,2070
MEX,2020-06-01,1319,816,2135
MEX,2020-07-01,1233,723,1956
MEX,2020-08-01,1187,668,1855
MEX,2020-09-01,1176,622,1798
MEX,2020-10-01,1005,646,1651
MEX,2020-11-01,1190,630,1820
MEX,2020-12-01,1024,642,1666
MEX,2021-01-01,1035,793,1828
MEX,2021-02-01,1068,675,1743
MEX,2021-03-01,1481,725,2206
MEX,2021-04-01,1324,723,2047
MEX,2021-05-01,1343,641,1984
MEX,2021-06-01,1282,770,2052
MEX,2021-07-01,1228,729,1957
MEX,2021-08-01,1035,644,1679
MEX,2021-09-01,1118,661,1779
MEX,2021-10-01,1269,645,1914
MEX,2021-11-01,1125,667,1792
MEX,2021-12-01,1138,591,1729
MEX,2022-01-01,1140,680,1820
MEX,2022-02-01,1146,605,1751
MEX,2022-03-01,1355,649,2004
MEX,2022-04-01,1170,611,1781
MEX,2022-05-01,1477,748,2225
MEX,2022-06-01,1327,733,2060
MEX,2022-07-01,1111,614,1725
MEX,2022-08-01,1152,651,1803
MEX,2022-09-01,1085,625,1710
MEX,2022-10-01,1245,709,1954
MEX,2022-11-01,1155,599,1754
MEX,2022-12-01,942,613,1555
MEX,2023-01-01,1167,697,1864
MEX,2023-02-01,1114,550,1664
MEX,2023-03-01,1182,639,1821
MEX,2023-04-01,975,619,1594
MEX,2023-05-01,1297,660,1957
MEX,2023-06-01,1292,555,1847
MEX,2023-07-01,1167,707,1874
MEX,2023-08-01,1227,700,1927
MEX,2023-09-01,1140,593,1733
MEX,2023-10-01,1202,545,1747
MEX,2023-11-01,931,478,1409
MEX,2023-12-01,895,531,1426
MEX,2024-01-01,956,599,1555
MEX,2024-02-01,1173,632,1805
MEX,2024-03-01,1058,626,1684
MEX,2024-04-01,1084,655,1739
MEX,2024-05-01,1358,695,2053
MEX,2024-06-01,1275,752,2027
MEX,2024-07-01,1229,732,1961
MEX,2024-08-01,1353,672,2025
MEX,2024-09-01,1336,751,2087
MEX,2024-10-01,1473,865,2338
MEX,2024-11-01,1301,762,2063
MEX,2024-12-01,1046,608,1654
MEX,2025-01-01,1348,669,2017
MEX,2025-02-01,1270,593,1863
MOZ,2017-01-01,12,10,22
MOZ,2017-02-01,8,8,16
MOZ,2017-03-01,7,8,15
MOZ,2017-04-01,6,6,12
MOZ,2017-05-01,7,8,15
MOZ,2017-06-01,7,10,17
MOZ,2017-07-01,8,7,15
MOZ,2017-08-01,6,6,12
MOZ,2017-09-01,4,4,8
MOZ,2017-10-01,22,44,66
MOZ,2017-11-01,9,13,22
MOZ,2017-12-01,4,5,9
MOZ,2018-01-01,7,10,17
MOZ,2018-02-01,4,0,4
MOZ,2018-03-01,10,5,15
MOZ,2018-04-01,5,5,10
MOZ,2018-05-01,11,16,27
MOZ,2018-06-01,21,57,78
MOZ,2018-07-01,13,18,31
MOZ,2018-08-01,9,9,18
MOZ,2018-09-01,13,19,32
MOZ,2018-10-01,18,12,30
MOZ,2018-11-01,11,24,35
MOZ,2018-12-01,23,37,60
MOZ,2019-01-01,15,27,42
MOZ,2019-02-01,13,30,43
MOZ,2019-03-01,11,22,33
MOZ,2019-04-01,11,7,18
MOZ,2019-05-01,30,50,80
MOZ,2019-06-01,13,58,71
MOZ,2019-07-01,30,51,81
MOZ,2019-08-01,33,90,123
MOZ,2019-09-01,68,77,145
MOZ,2019-10-01,47,123,170
MOZ,2019-11-01,48,109,157
MOZ,2019-12-01,35,47,82
MOZ,2020-01-01,33,57,90
MOZ,2020-02-01,43,59,102
MOZ,2020-03-01,36,67,103
MOZ,2020-04-01,57,170,227
MOZ,2020-05-01,71,162,233
MOZ,2020-06-01,69,282,351
MOZ,2020-07-01,51,242,293
MOZ,2020-08-01,57,213,270
MOZ,2020-09-01,78,112,190
MOZ,2020-10-01,77,144,221
MOZ,2020-11-01,48,172,220
MOZ,2020-12-01,42,93,135
MOZ,2021-01-01,28,61,89
MOZ,2021-02-01,28,30,58
MOZ,2021-03-01,40,644,684
MOZ,2021-04-01,32,221,253
MOZ,2021-05-01,45,60,105
MOZ,2021-06-01,29,207,236
MOZ,2021-07-01,72,173,245
MOZ,2021-08-01,40,76,116
MOZ,2021-09-01,43,106,149
MOZ,2021-10-01,43,72,115
MOZ,2021-11-01,57,114,171
MOZ,2021-12-01,42,66,108
MOZ,2022-01-01,52,77,129
MOZ,2022-02-01,50,80,130
MOZ,2022-03-01,43,101,144
MOZ,2022-04-01,24,36,60
MOZ,2022-05-01,62,74,136
MOZ,2022-06-01,74,105,179
MOZ,2022-07-01,54,49,103
MOZ,2022-08-01,73,60,133
MOZ,2022-09-01,53,109,162
MOZ,2022-10-01,57,78,135
MOZ,2022-11-01,48,92,140
MOZ,2022-12-01,42,64,106
MOZ,2023-01-01,36,84,120
MOZ,2023-02-01,39,22,61
MOZ,2023-03-01,42,11,53
MOZ,2023-04-01,21,11,32
MOZ,2023-05-01,28,24,52
MOZ,2023-06-01,33,20,53
MOZ,2023-07-01,32,27,59
MOZ,2023-08-01,23,24,47
MOZ,2023-09-01,36,24,60
MOZ,2023-10-01,86,16,102
MOZ,2023-11-01,38,15,53
MOZ,2023-12-01,41,32,73
MOZ,2024-01-01,73,75,148
MOZ,2024-02-01,67,56,123
MOZ,2024-03-01,34,25,59
MOZ,2024-04-01,57,59,116
MOZ,2024-05-01,67,70,137
MOZ,2024-06-01,47,19,66
MOZ,2024-07-01,77,14,91
MOZ,2024-08-01,52,7,59
MOZ,2024-09-01,62,33,95
MOZ,2024-10-01,100,44,144
MOZ,2024-11-01,230,122,352
MOZ,2024-12-01,223,150,373
MOZ,2025-01-01,130,65,195
MOZ,2025-02-01,94,52,146
MYS,2018-01-01,8,0,8
MYS,2018-02-01,10,3,13
MYS,2018-03-01,9,0,9
MYS,2018-04-01,14,1,15
MYS,2018-05-01,8,4,12
MYS,2018-06-01,13,0,13
MYS,2018-07-01,18,1,19
MYS,2018-08-01,21,1,22
MYS,2018-09-01,18,1,19
MYS,2018-10-01,25,0,25
MYS,2018-11-01,28,1,29
MYS,2018-12-01,25,2,27
MYS,2019-01-01,12,3,15
MYS,2019-02-01,15,2,17
MYS,2019-03-01,39,0,39
MYS,2019-04-01,20,0,20
MYS,2019-05-01,11,1,12
MYS,2019-06-01,13,0,13
MYS,2019-07-01,40,1,41
MYS,2019-08-01,18,0,18
MYS,2019-09-01,20,2,22
MYS,2019-10-01,11,1,12
MYS,2019-11-01,10,2,12
MYS,2019-12-01,15,3,18
MYS,2020-01-01,8,0,8
MYS,2020-02-01,7,0,7
MYS,2020-03-01,15,0,15
MYS,2020-04-01,7,1,8
MYS,2020-05-01,8,0,8
MYS,2020-06-01,4,0,4
MYS,2020-07-01,7,0,7
MYS,2020-08-01,5,1,6
MYS,2020-09-01,10,0,10
MYS,2020-10-01,4,0,4
MYS,2020-11-01,6,0,6
MYS,2020-12-01,7,0,7
MYS,2021-01-01,10,1,11
MYS,2021-02-01,3,0,3
MYS,2021-03-01,13,0,13
MYS,2021-04-01,23,1,24
MYS,2021-05-01,13,6,19
MYS,2021-06-01,7,1,8
MYS,2021-07-01,23,0,23
MYS,2021-08-01,5,2,7
MYS,2021-09-01,8,0,8
MYS,2021-10-01,12,1,13
MYS,2021-11-01,17,0,17
MYS,2021-12-01,12,1,13
MYS,2022-01-01,11,2,13
MYS,2022-02-01,21,1,22
MYS,2022-03-01,23,1,24
MYS,2022-04-01,6,0,6
MYS,2022-05-01,14,0,14
MYS,2022-06-01,14,0,14
MYS,2022-07-01,24,0,24
MYS,2022-08-01,9,0,9
MYS,2022-09-01,9,0,9
MYS,2022-10-01,10,0,10
MYS,2022-11-01,12,0,12
MYS,2022-12-01,6,0,6
MYS,2023-01-01,6,0,6
MYS,2023-02-01,8,0,8
MYS,2023-03-01,11,0,11
MYS,2023-04-01,10,0,10
MYS,2023-05-01,7,0,7
MYS,2023-06-01,6,0,6
MYS,2023-07-01,13,0,13
MYS,2023-08-01,12,0,12
MYS,2023-09-01,8,0,8
MYS,2023-10-01,36,0,36
MYS,2023-11-01,18,0,18
MYS,2023-12-01,22,0,22
MYS,2024-01-01,31,0,31
MYS,2024-02-01,23,0,23
MYS,2024-03-01,24,0,24
MYS,2024-04-01,11,0,11
MYS,2024-05-01,23,3,26
MYS,2024-06-01,17,0,17
MYS,2024-07-01,22,0,22
MYS,2024-08-01,22,0,22
MYS,2024-09-01,18,0,18
MYS,2024-10-01,25,0,25
MYS,2024-11-01,16,0,16
MYS,2024-12-01,17,0,17
MYS,2025-01-01,34,3,37
MYS,2025-02-01,22,0,22
NAM,2017-01-01,3,0,3
NAM,2017-02-01,3,0,3
NAM,2017-03-01,2,1,3
NAM,2017-04-01,1,0,1
NAM,2017-05-01,3,0,3
NAM,2017-06-01,2,1,3
NAM,2017-08-01,3,0,3
NAM,2017-09-01,2,0,2
NAM,2017-10-01,2,0,2
NAM,2017-11-01,5,0,5
NAM,2017-12-01,1,0,1
NAM,2018-02-01,1,0,1
NAM,2018-03-01,1,0,1
NAM,2018-04-01,2,0,2
NAM,2018-05-01,4,0,4
NAM,2018-06-01,2,1,3
NAM,2018-07-01,2,0,2
NAM,2018-08-01,3,0,3
NAM,2018-09-01,3,0,3
NAM,2018-10-01,6,0,6
NAM,2018-11-01,9,0,9
NAM,2019-01-01,2,0,2
NAM,2019-03-01,2,0,2
NAM,2019-04-01,1,0,1
NAM,2019-05-01,1,0,1
NAM,2019-06-01,2,1,3
NAM,2019-08-01,1,0,1
NAM,2019-09-01,8,1,9
NAM,2019-10-01,6,0,6
NAM,2019-11-01,13,2,15
NAM,2019-12-01,10,0,10
NAM,2020-01-01,7,0,7
NAM,2020-02-01,4,0,4
NAM,2020-03-01,4,0,4
NAM,2020-04-01,2,0,2
NAM,2020-05-01,1,0,1
NAM,2020-06-01,2,0,2
NAM,2020-07-01,18,0,18
NAM,2020-08-01,7,0,7
NAM,2020-09-01,6,0,6
NAM,2020-10-01,11,0,11
NAM,2020-11-01,19,0,19
NAM,2020-12-01,11,0,11
NAM,2021-01-01,18,0,18
NAM,2021-02-01,13,1,14
NAM,2021-03-01,14,0,14
NAM,2021-04-01,9,0,9
NAM,2021-05-01,11,0,11
NAM,2021-06-01,3,0,3
NAM,2021-07-01,5,0,5
NAM,2021-08-01,14,0,14
NAM,2021-09-01,13,0,13
NAM,2021-10-01,12,0,12
NAM,2021-11-01,15,1,16
NAM,2021-12-01,8,0,8
NAM,2022-01-01,6,0,6
NAM,2022-02-01,12,0,12
NAM,2022-03-01,8,2,10
NAM,2022-04-01,5,0,5
NAM,2022-05-01,13,0,13
NAM,2022-06-01,7,1,8
NAM,2022-07-01,8,0,8
NAM,2022-08-01,5,0,5
NAM,2022-09-01,8,0,8
NAM,2022-10-01,7,0,7
NAM,2022-11-01,10,0,10
NAM,2022-12-01,2,0,2
NAM,2023-01-01,9,1,10
NAM,2023-02-01,8,0,8
NAM,2023-03-01,12,2,14
NAM,2023-04-01,2,0,2
NAM,2023-05-01,9,0,9
NAM,2023-06-01,15,0,15
NAM,2023-07-01,6,0,6
NAM,2023-08-01,9,0,9
NAM,2023-09-01,11,1,12
NAM,2023-10-01,8,0,8
NAM,2023-11-01,7,0,7
NAM,2023-12-01,7,0,7
NAM,2024-01-01,5,2,7
NAM,2024-02-01,1,1,2
NAM,2024-03-01,7,2,9
NAM,2024-04-01,6,0,6
NAM,2024-05-01,5,1,6
NAM,2024-06-01,8,0,8
NAM,2024-07-01,6,0,6
NAM,2024-08-01,6,0,6
NAM,2024-09-01,4,0,4
NAM,2024-10-01,4,0,4
NAM,2024-11-01,4,0,4
NAM,2025-01-01,2,0,2
NLD,2020-01-01,75,0,75
NLD,2020-02-01,43,0,43
NLD,2020-03-01,20,0,20
NLD,2020-04-01,36,0,36
NLD,2020-05-01,44,0,44
NLD,2020-06-01,103,0,103
NLD,2020-07-01,141,0,141
NLD,2020-08-01,50,0,50
NLD,2020-09-01,86,0,86
NLD,2020-10-01,56,1,57
NLD,2020-11-01,100,0,100
NLD,2020-12-01,87,0,87
NLD,2021-01-01,120,0,120
NLD,2021-02-01,69,0,69
NLD,2021-03-01,113,0,113
NLD,2021-04-01,80,0,80
NLD,2021-05-01,91,0,91
NLD,2021-06-01,51,0,51
NLD,2021-07-01,38,1,39
NLD,2021-08-01,34,0,34
NLD,2021-09-01,79,0,79
NLD,2021-10-01,55,0,55
NLD,2021-11-01,68,0,68
NLD,2021-12-01,51,0,51
NLD,2022-01-01,87,0,87
NLD,2022-02-01,66,0,66
NLD,2022-03-01,59,0,59
NLD,2022-04-01,32,0,32
NLD,2022-05-01,47,0,47
NLD,2022-06-01,152,0,152
NLD,2022-07-01,235,0,235
NLD,2022-08-01,52,0,52
NLD,2022-09-01,61,0,61
NLD,2022-10-01,48,0,48
NLD,2022-11-01,48,0,48
NLD,2022-12-01,38,0,38
NLD,2023-01-01,35,0,35
NLD,2023-02-01,54,0,54
NLD,2023-03-01,81,0,81
NLD,2023-04-01,52,0,52
NLD,2023-05-01,72,0,72
NLD,2023-06-01,49,0,49
NLD,2023-07-01,53,0,53
NLD,2023-08-01,64,0,64
NLD,2023-09-01,66,0,66
NLD,2023-10-01,88,0,88
NLD,2023-11-01,107,0,107
NLD,2023-12-01,55,0,55
NLD,2024-01-01,43,0,43
NLD,2024-02-01,94,0,94
NLD,2024-03-01,69,0,69
NLD,2024-04-01,70,0,70
NLD,2024-05-01,99,0,99
NLD,2024-06-01,80,0,80
NLD,2024-07-01,52,0,52
NLD,2024-08-01,41,0,41
NLD,2024-09-01,65,1,66
NLD,2024-10-01,90,0,90
NLD,2024-11-01,94,0,94
NLD,2024-12-01,67,0,67
NLD,2025-01-01,54,0,54
NLD,2025-02-01,52,0,52
NOR,2020-01-01,22,0,22
NOR,2020-02-01,10,0,10
NOR,2020-03-01,21,0,21
NOR,2020-04-01,5,0,5
NOR,2020-05-01,19,0,19
NOR,2020-06-01,64,0,64
NOR,2020-07-01,26,0,26
NOR,2020-08-01,40,0,40
NOR,2020-09-01,60,0,60
NOR,2020-10-01,29,1,30
NOR,2020-11-01,18,0,18
NOR,2020-12-01,8,0,8
NOR,2021-01-01,15,0,15
NOR,2021-02-01,36,0,36
NOR,2021-03-01,38,0,38
NOR,2021-04-01,13,0,13
NOR,2021-05-01,53,0,53
NOR,2021-06-01,27,0,27
NOR,2021-07-01,16,0,16
NOR,2021-08-01,28,0,28
NOR,2021-09-01,31,0,31
NOR,2021-10-01,18,0,18
NOR,2021-11-01,27,0,27
NOR,2021-12-01,11,0,11
NOR,2022-01-01,34,0,34
NOR,2022-02-01,62,0,62
NOR,2022-03-01,64,0,64
NOR,2022-04-01,48,0,48
NOR,2022-05-01,77,0,77
NOR,2022-06-01,54,2,56
NOR,2022-07-01,13,0,13
NOR,2022-08-01,16,0,16
NOR,2022-09-01,33,0,33
NOR,2022-10-01,63,0,63
NOR,2022-11-01,34,0,34
NOR,2022-12-01,7,0,7
NOR,2023-01-01,9,0,9
NOR,2023-02-01,32,0,32
NOR,2023-03-01,32,0,32
NOR,2023-04-01,7,0,7
NOR,2023-05-01,29,0,29
NOR,2023-06-01,24,0,24
NOR,2023-07-01,14,0,14
NOR,2023-08-01,5,0,5
NOR,2023-09-01,22,0,22
NOR,2023-10-01,48,0,48
NOR,2023-11-01,84,0,84
NOR,2023-12-01,35,0,35
NOR,2024-01-01,37,0,37
NOR,2024-02-01,48,0,48
NOR,2024-03-01,43,0,43
NOR,2024-04-01,41,0,41
NOR,2024-05-01,50,0,50
NOR,2024-06-01,27,0,27
NOR,2024-07-01,15,0,15
NOR,2024-08-01,30,0,30
NOR,2024-09-01,44,0,44
NOR,2024-10-01,70,0,70
NOR,2024-11-01,46,0,46
NOR,2024-12-01,34,0,34
NOR,2025-01-01,42,0,42
NOR,2025-02-01,33,0,33
PER,2018-01-01,56,3,59
PER,2018-02-01,35,2,37
PER,2018-03-01,30,0,30
PER,2018-04-01,46,1,47
PER,2018-05-01,30,0,30
PER,2018-06-01,21,4,25
PER,2018-07-01,34,0,34
PER,2018-08-01,37,4,41
PER,2018-09-01,28,4,32
PER,2018-10-01,30,1,31
PER,2018-11-01,35,0,35
PER,2018-12-01,37,0,37
PER,2019-01-01,59,1,60
PER,2019-02-01,50,0,50
PER,2019-03-01,41,1,42
PER,2019-04-01,74,5,79
PER,2019-05-01,92,1,93
PER,2019-06-01,63,0,63
PER,2019-07-01,61,2,63
PER,2019-08-01,53,7,60
PER,2019-09-01,79,2,81
PER,2019-10-01,83,4,87
PER,2019-11-01,51,6,57
PER,2019-12-01,46,3,49
PER,2020-01-01,65,0,65
PER,2020-02-01,58,5,63
PER,2020-03-01,56,4,60
PER,2020-04-01,72,19,91
PER,2020-05-01,97,0,97
PER,2020-06-01,83,3,86
PER,2020-07-01,92,0,92
PER,2020-08-01,76,3,79
PER,2020-09-01,90,1,91
PER,2020-10-01,110,4,114
PER,2020-11-01,241,2,243
PER,2020-12-01,193,4,197
PER,2021-01-01,111,3,114
PER,2021-02-01,85,0,85
PER,2021-03-01,251,0,251
PER,2021-04-01,60,0,60
PER,2021-05-01,116,18,134
PER,2021-06-01,84,0,84
PER,2021-07-01,81,0,81
PER,2021-08-01,77,0,77
PER,2021-09-01,97,1,98
PER,2021-10-01,150,0,150
PER,2021-11-01,165,2,167
PER,2021-12-01,117,1,118
PER,2022-01-01,87,0,87
PER,2022-02-01,82,0,82
PER,2022-03-01,263,1,264
PER,2022-04-01,307,4,311
PER,2022-05-01,138,3,141
PER,2022-06-01,135,14,149
PER,2022-07-01,172,0,172
PER,2022-08-01,111,0,111
PER,2022-09-01,101,0,101
PER,2022-10-01,126,1,127
PER,2022-11-01,181,1,182
PER,2022-12-01,353,24,377
PER,2023-01-01,1301,33,1334
PER,2023-02-01,613,9,622
PER,2023-03-01,203,0,203
PER,2023-04-01,132,7,139
PER,2023-05-01,96,11,107
PER,2023-06-01,108,1,109
PER,2023-07-01,282,0,282
PER,2023-08-01,98,2,100
PER,2023-09-01,131,5,136
PER,2023-10-01,137,2,139
PER,2023-11-01,145,3,148
PER,2023-12-01,139,9,148
PER,2024-01-01,79,3,82
PER,2024-02-01,70,0,70
PER,2024-03-01,133,4,137
PER,2024-04-01,134,7,141
PER,2024-05-01,181,3,184
PER,2024-06-01,94,2,96
PER,2024-07-01,160,4,164
PER,2024-08-01,127,6,133
PER,2024-09-01,97,1,98
PER,2024-10-01,196,5,201
PER,2024-11-01,267,7,274
PER,2024-12-01,102,1,103
PER,2025-01-01,99,7,106
PER,2025-02-01,63,3,66
PHL,2017-01-01,260,329,589
PHL,2017-02-01,218,189,407
PHL,2017-03-01,248,306,554
PHL,2017-04-01,228,312,540
PHL,2017-05-01,387,511,898
PHL,2017-06-01,308,590,898
PHL,2017-07-01,319,516,835
PHL,2017-08-01,384,626,1010
PHL,2017-09-01,295,411,706
PHL,2017-10-01,224,325,549
PHL,2017-11-01,152,114,266
PHL,2017-12-01,154,127,281
PHL,2018-01-01,127,124,251
PHL,2018-02-01,133,114,247
PHL,2018-03-01,180,153,333
PHL,2018-04-01,155,144,299
PHL,2018-05-01,243,238,481
PHL,2018-06-01,227,208,435
PHL,2018-07-01,200,219,419
PHL,2018-08-01,236,251,487
PHL,2018-09-01,154,157,311
PHL,2018-10-01,178,206,384
PHL,2018-11-01,170,168,338
PHL,2018-12-01,154,136,290
PHL,2019-01-01,128,152,280
PHL,2019-02-01,115,126,241
PHL,2019-03-01,146,163,309
PHL,2019-04-01,137,153,290
PHL,2019-05-01,182,147,329
PHL,2019-06-01,121,132,253
PHL,2019-07-01,165,155,320
PHL,2019-08-01,237,187,424
PHL,2019-09-01,240,157,397
PHL,2019-10-01,158,142,300
PHL,2019-11-01,158,106,264
PHL,2019-12-01,156,110,266
PHL,2020-01-01,157,156,313
PHL,2020-02-01,202,142,344
PHL,2020-03-01,145,101,246
PHL,2020-04-01,120,130,250
PHL,2020-05-01,157,154,311
PHL,2020-06-01,150,133,283
PHL,2020-07-01,157,127,284
PHL,2020-08-01,117,122,239
PHL,2020-09-01,145,109,254
PHL,2020-10-01,115,95,210
PHL,2020-11-01,137,87,224
PHL,2020-12-01,157,150,307
PHL,2021-01-01,161,163,324
PHL,2021-02-01,146,119,265
PHL,2021-03-01,162,135,297
PHL,2021-04-01,110,101,211
PHL,2021-05-01,129,136,265
PHL,2021-06-01,123,110,233
PHL,2021-07-01,114,76,190
PHL,2021-08-01,94,89,183
PHL,2021-09-01,95,85,180
PHL,2021-10-01,76,56,132
PHL,2021-11-01,80,41,121
PHL,2021-12-01,82,72,154
PHL,2022-01-01,83,67,150
PHL,2022-02-01,92,85,177
PHL,2022-03-01,117,75,192
PHL,2022-04-01,93,85,178
PHL,2022-05-01,171,81,252
PHL,2022-06-01,125,97,222
PHL,2022-07-01,95,71,166
PHL,2022-08-01,91,78,169
PHL,2022-09-01,94,48,142
PHL,2022-10-01,105,84,189
PHL,2022-11-01,117,114,231
PHL,2022-12-01,62,45,107
PHL,2023-01-01,91,64,155
PHL,2023-02-01,102,79,181
PHL,2023-03-01,120,88,208
PHL,2023-04-01,111,88,199
PHL,2023-05-01,103,71,174
PHL,2023-06-01,106,71,177
PHL,2023-07-01,87,42,129
PHL,2023-08-01,92,54,146
PHL,2023-09-01,119,73,192
PHL,2023-10-01,110,56,166
PHL,2023-11-01,134,58,192
PHL,2023-12-01,97,114,211
PHL,2024-01-01,72,59,131
PHL,2024-02-01,98,58,156
PHL,2024-03-01,102,58,160
PHL,2024-04-01,85,69,154
PHL,2024-05-01,113,56,169
PHL,2024-06-01,100,46,146
PHL,2024-07-01,80,52,132
PHL,2024-08-01,93,51,144
PHL,2024-09-01,73,42,115
PHL,2024-10-01,64,62,126
PHL,2024-11-01,80,49,129
PHL,2024-12-01,67,49,116
PHL,2025-01-01,74,38,112
PHL,2025-02-01,48,30,78
POL,2020-01-01,62,0,62
POL,2020-02-01,37,0,37
POL,2020-03-01,39,0,39
POL,2020-04-01,45,0,45
POL,2020-05-01,61,0,61
POL,2020-06-01,118,0,118
POL,2020-07-01,61,0,61
POL,2020-08-01,73,0,73
POL,2020-09-01,59,0,59
POL,2020-10-01,916,0,916
POL,2020-11-01,295,0,295
POL,2020-12-01,80,0,80
POL,2021-01-01,186,0,186
POL,2021-02-01,185,0,185
POL,2021-03-01,145,0,145
POL,2021-04-01,93,0,93
POL,2021-05-01,122,0,122
POL,2021-06-01,107,0,107
POL,2021-07-01,96,0,96
POL,2021-08-01,230,1,231
POL,2021-09-01,117,5,122
POL,2021-10-01,212,2,214
POL,2021-11-01,215,0,215
POL,2021-12-01,215,1,216
POL,2022-01-01,142,0,142
POL,2022-02-01,215,0,215
POL,2022-03-01,194,0,194
POL,2022-04-01,113,0,113
POL,2022-05-01,132,0,132
POL,2022-06-01,121,0,121
POL,2022-07-01,78,0,78
POL,2022-08-01,73,0,73
POL,2022-09-01,83,0,83
POL,2022-10-01,97,0,97
POL,2022-11-01,104,2,106
POL,2022-12-01,46,0,46
POL,2023-01-01,76,0,76
POL,2023-02-01,116,0,116
POL,2023-03-01,86,0,86
POL,2023-04-01,93,0,93
POL,2023-05-01,79,0,79
POL,2023-06-01,103,0,103
POL,2023-07-01,59,0,59
POL,2023-08-01,51,0,51
POL,2023-09-01,65,0,65
POL,2023-10-01,47,2,49
POL,2023-11-01,116,0,116
POL,2023-12-01,175,1,176
POL,2024-01-01,188,0,188
POL,2024-02-01,519,0,519
POL,2024-03-01,319,0,319
POL,2024-04-01,123,0,123
POL,2024-05-01,71,1,72
POL,2024-06-01,92,0,92
POL,2024-07-01,74,0,74
POL,2024-08-01,48,0,48
POL,2024-09-01,45,0,45
POL,2024-10-01,38,0,38
POL,2024-11-01,35,0,35
POL,2024-12-01,64,0,64
POL,2025-01-01,48,0,48
POL,2025-02-01,17,0,17
PRT,2020-01-01,31,0,31
PRT,2020-02-01,19,0,19
PRT,2020-03-01,17,1,18
PRT,2020-04-01,2,0,2
PRT,2020-05-01,19,0,19
PRT,2020-06-01,44,0,44
PRT,2020-07-01,40,1,41
PRT,2020-08-01,40,0,40
PRT,2020-09-01,50,0,50
PRT,2020-10-01,30,0,30
PRT,2020-11-01,42,0,42
PRT,2020-12-01,39,0,39
PRT,2021-01-01,29,0,29
PRT,2021-02-01,37,0,37
PRT,2021-03-01,61,0,61
PRT,2021-04-01,64,0,64
PRT,2021-05-01,76,0,76
PRT,2021-06-01,49,0,49
PRT,2021-07-01,67,0,67
PRT,2021-08-01,24,0,24
PRT,2021-09-01,57,0,57
PRT,2021-10-01,84,0,84
PRT,2021-11-01,50,0,50
PRT,2021-12-01,24,0,24
PRT,2022-01-01,19,0,19
PRT,2022-02-01,36,0,36
PRT,2022-03-01,39,0,39
PRT,2022-04-01,44,0,44
PRT,2022-05-01,39,0,39
PRT,2022-06-01,32,0,32
PRT,2022-07-01,30,0,30
PRT,2022-08-01,17,0,17
PRT,2022-09-01,12,0,12
PRT,2022-10-01,20,0,20
PRT,2022-11-01,27,0,27
PRT,2022-12-01,20,0,20
PRT,2023-01-01,84,0,84
PRT,2023-02-01,63,0,63
PRT,2023-03-01,75,0,75
PRT,2023-04-01,57,0,57
PRT,2023-05-01,39,0,39
PRT,2023-06-01,35,0,35
PRT,2023-07-01,42,0,42
PRT,2023-08-01,17,0,17
PRT,2023-09-01,63,0,63
PRT,2023-10-01,32,0,32
PRT,2023-11-01,57,0,57
PRT,2023-12-01,17,0,17
PRT,2024-01-01,90,0,90
PRT,2024-02-01,83,0,83
PRT,2024-03-01,30,0,30
PRT,2024-04-01,33,0,33
PRT,2024-05-01,55,0,55
PRT,2024-06-01,24,0,24
PRT,2024-07-01,31,0,31
PRT,2024-08-01,23,0,23
PRT,2024-09-01,73,0,73
PRT,2024-10-01,58,1,59
PRT,2024-11-01,28,0,28
PRT,2024-12-01,18,0,18
PRT,2025-01-01,22,0,22
PRT,2025-02-01,19,0,19
SWE,2020-01-01,105,0,105
SWE,2020-02-01,128,0,128
SWE,2020-03-01,76,1,77
SWE,2020-04-01,42,0,42
SWE,2020-05-01,77,0,77
SWE,2020-06-01,78,0,78
SWE,2020-07-01,42,0,42
SWE,2020-08-01,75,0,75
SWE,2020-09-01,115,0,115
