"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.ref_area","with.region","collection","collection.label","subject","subject.label","database","database.label"
"EMP_NIFL_SEX_MTS_RT_M","EMP_NIFL_SEX_MTS_RT","Informal employment rate by sex and marital status (%)","M","Monthly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,MTS",2006,2025,"14/02/2026 08:03:12",11024,9,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_MTS_DSB_RT_A","EMP_NIFL_SEX_MTS_DSB_RT","Informal employment rate by sex, marital status and disability status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,MTS,DSB",2005,2025,"14/02/2026 08:07:20",47195,99,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_MTS_DSB_RT_Q","EMP_NIFL_SEX_MTS_DSB_RT","Informal employment rate by sex, marital status and disability status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,MTS,DSB",2013,2025,"14/02/2026 08:06:21",8960,19,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_DSB_RT_A","EMP_NIFL_SEX_DSB_RT","Informal employment rate by sex and disability status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,DSB",2005,2025,"14/02/2026 08:07:20",6151,100,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_AGE_ECO_RT_A","EMP_NIFL_SEX_AGE_ECO_RT","Informal employment rate by sex, age and economic activity (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,ECO",1997,2025,"25/02/2026 07:04:40",1123248,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_ECO_RT_Q","EMP_NIFL_SEX_AGE_ECO_RT","Informal employment rate by sex, age and economic activity (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,ECO",1995,2025,"24/02/2026 07:03:29",547011,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_OCU_RT_A","EMP_NIFL_SEX_AGE_OCU_RT","Informal employment rate by sex, age and occupation (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,OCU",1999,2025,"25/02/2026 07:04:40",537461,140,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_OCU_RT_Q","EMP_NIFL_SEX_AGE_OCU_RT","Informal employment rate by sex, age and occupation (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,OCU",1995,2025,"24/02/2026 07:03:29",358417,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_INS_RT_A","EMP_NIFL_SEX_AGE_INS_RT","Informal employment rate by sex, age and public/private sector (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,INS",1997,2025,"25/02/2026 07:04:40",103925,112,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_INS_RT_Q","EMP_NIFL_SEX_AGE_INS_RT","Informal employment rate by sex, age and public/private sector (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,INS",1995,2025,"24/02/2026 07:03:29",121353,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_JOB_RT_A","EMP_NIFL_SEX_AGE_JOB_RT","Informal employment rate by sex, age and working time arrangement (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,JOB",1997,2025,"25/02/2026 07:04:40",174671,139,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_JOB_RT_Q","EMP_NIFL_SEX_AGE_JOB_RT","Informal employment rate by sex, age and working time arrangement (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,JOB",1995,2025,"24/02/2026 07:03:29",255089,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_AGE_JOB_RT_M","EMP_NIFL_SEX_AGE_JOB_RT","Informal employment rate by sex, age and working time arrangement (%)","M","Monthly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,AGE,JOB",2006,2025,"14/02/2026 08:03:12",33610,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_RT_A","EMP_NIFL_SEX_ECO_RT","Informal employment rate by sex and economic activity (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO",1997,2025,"25/02/2026 07:04:40",112500,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_RT_Q","EMP_NIFL_SEX_ECO_RT","Informal employment rate by sex and economic activity (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO",1995,2025,"24/02/2026 07:04:22",175175,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_RT_M","EMP_NIFL_SEX_ECO_RT","Informal employment rate by sex and economic activity (%)","M","Monthly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO",2006,2025,"19/02/2026 20:51:46",47490,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_EDU_RT_A","EMP_NIFL_SEX_ECO_EDU_RT","Informal employment rate by sex, economic activity and education (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,EDU",1997,2025,"25/02/2026 07:04:40",1036099,144,,"YI","Annual indicators","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_NIFL_SEX_ECO_EDU_RT_Q","EMP_NIFL_SEX_ECO_EDU_RT","Informal employment rate by sex, economic activity and education (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,EDU",1995,2025,"24/02/2026 07:04:22",1316950,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_NIFL_SEX_ECO_GEO_RT_A","EMP_NIFL_SEX_ECO_GEO_RT","Informal employment rate by sex, economic activity and rural / urban areas (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,GEO",1997,2025,"20/02/2026 02:58:00",123137,122,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_NIFL_SEX_ECO_MTS_RT_A","EMP_NIFL_SEX_ECO_MTS_RT","Informal employment rate by sex, economic activity and marital status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,MTS",1997,2025,"25/02/2026 07:04:40",368226,141,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_ECO_MTS_RT_Q","EMP_NIFL_SEX_ECO_MTS_RT","Informal employment rate by sex, economic activity and marital status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,MTS",1995,2025,"24/02/2026 07:04:22",189023,46,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_ECO_DSB_RT_A","EMP_NIFL_SEX_ECO_DSB_RT","Informal employment rate by sex, economic activity and disability status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,DSB",2005,2025,"20/02/2026 02:58:00",67540,100,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_ECO_OCU_RT_A","EMP_NIFL_ECO_OCU_RT","Informal employment rate by economic activity and occupation (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","ECO,OCU",1999,2025,"25/02/2026 07:04:40",445739,140,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_ECO_OCU_RT_Q","EMP_NIFL_ECO_OCU_RT","Informal employment rate by economic activity and occupation (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","ECO,OCU",1995,2025,"24/02/2026 07:03:29",308324,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_INS_RT_A","EMP_NIFL_SEX_ECO_INS_RT","Informal employment rate by sex, economic activity and public/private sector (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,INS",1997,2025,"25/02/2026 07:04:40",203018,112,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_INS_RT_Q","EMP_NIFL_SEX_ECO_INS_RT","Informal employment rate by sex, economic activity and public/private sector (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,INS",1995,2025,"24/02/2026 07:04:22",181681,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_INS_RT_M","EMP_NIFL_SEX_ECO_INS_RT","Informal employment rate by sex, economic activity and public/private sector (%)","M","Monthly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,INS",2006,2025,"19/02/2026 20:51:46",46199,9,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_EST_RT_A","EMP_NIFL_SEX_ECO_EST_RT","Informal employment rate by sex, economic activity and establishment size (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,EST",1997,2025,"25/02/2026 07:04:40",423271,96,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_ECO_EST_RT_Q","EMP_NIFL_SEX_ECO_EST_RT","Informal employment rate by sex, economic activity and establishment size (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,ECO,EST",1995,2025,"24/02/2026 07:04:22",115530,44,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_EC2_RT_A","EMP_NIFL_SEX_EC2_RT","Informal employment rate by sex and economic activity - ISIC level 2 (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EC2",1997,2025,"25/02/2026 07:04:40",132248,103,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_AGE_EC2_RT_A","EMP_NIFL_AGE_EC2_RT","Informal employment rate by age and economic activity - ISIC level 2 (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","AGE,EC2",1997,2025,"25/02/2026 07:04:40",131804,103,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_RT_A","EMP_NIFL_SEX_OCU_RT","Informal employment rate by sex and occupation (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU",1999,2025,"25/02/2026 07:04:40",57927,140,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_RT_Q","EMP_NIFL_SEX_OCU_RT","Informal employment rate by sex and occupation (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU",1995,2025,"24/02/2026 07:04:22",81669,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_RT_M","EMP_NIFL_SEX_OCU_RT","Informal employment rate by sex and occupation (%)","M","Monthly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU",2006,2025,"14/02/2026 08:03:12",16457,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_EDU_RT_A","EMP_NIFL_SEX_OCU_EDU_RT","Informal employment rate by sex, occupation and education (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,EDU",1999,2025,"25/02/2026 07:04:40",514442,139,,"YI","Annual indicators","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_NIFL_SEX_OCU_EDU_RT_Q","EMP_NIFL_SEX_OCU_EDU_RT","Informal employment rate by sex, occupation and education (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,EDU",1995,2025,"24/02/2026 07:04:22",306470,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_NIFL_SEX_OCU_GEO_RT_A","EMP_NIFL_SEX_OCU_GEO_RT","Informal employment rate by sex, occupation and rural / urban areas (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,GEO",1999,2025,"16/02/2026 19:33:26",145361,119,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_NIFL_SEX_OCU_MTS_RT_A","EMP_NIFL_SEX_OCU_MTS_RT","Informal employment rate by sex, occupation and marital status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,MTS",1999,2025,"25/02/2026 07:04:40",425484,136,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_OCU_MTS_RT_Q","EMP_NIFL_SEX_OCU_MTS_RT","Informal employment rate by sex, occupation and marital status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,MTS",1995,2025,"24/02/2026 07:04:22",67521,46,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_OCU_DSB_RT_A","EMP_NIFL_SEX_OCU_DSB_RT","Informal employment rate by sex, occupation and disability status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,DSB",2005,2025,"14/02/2026 08:07:20",25870,100,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_OCU_INS_RT_A","EMP_NIFL_SEX_OCU_INS_RT","Informal employment rate by sex, occupation and public/private sector (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,INS",1999,2025,"25/02/2026 07:04:40",99790,107,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_INS_RT_Q","EMP_NIFL_SEX_OCU_INS_RT","Informal employment rate by sex, occupation and public/private sector (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,INS",1995,2025,"24/02/2026 07:04:22",214218,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_EST_RT_A","EMP_NIFL_SEX_OCU_EST_RT","Informal employment rate by sex, occupation and establishment size (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,EST",1999,2025,"25/02/2026 07:04:40",184569,90,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OCU_EST_RT_Q","EMP_NIFL_SEX_OCU_EST_RT","Informal employment rate by sex, occupation and establishment size (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OCU,EST",1995,2025,"24/02/2026 07:04:22",95383,44,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_OC2_RT_A","EMP_NIFL_SEX_OC2_RT","Informal employment rate by sex and occupation - ISCO level 2 (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,OC2",1999,2025,"25/02/2026 07:04:40",104689,127,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_AGE_OC2_RT_A","EMP_NIFL_AGE_OC2_RT","Informal employment rate by age and occupation - ISCO level 2 (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","AGE,OC2",1999,2025,"25/02/2026 07:04:40",102900,127,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_INS_RT_A","EMP_NIFL_SEX_INS_RT","Informal employment rate by sex and public/private sector (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS",1997,2025,"25/02/2026 07:04:40",7039,112,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_INS_RT_Q","EMP_NIFL_SEX_INS_RT","Informal employment rate by sex and public/private sector (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS",1995,2025,"24/02/2026 07:04:22",15614,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_INS_GEO_RT_A","EMP_NIFL_SEX_INS_GEO_RT","Informal employment rate by sex, public/private sector and rural/urban areas (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS,GEO",1997,2025,"16/02/2026 19:33:26",17439,91,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_NIFL_SEX_INS_GEO_RT_Q","EMP_NIFL_SEX_INS_GEO_RT","Informal employment rate by sex, public/private sector and rural/urban areas (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS,GEO",1995,2025,"16/02/2026 19:30:53",36945,40,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_NIFL_SEX_INS_MTS_RT_A","EMP_NIFL_SEX_INS_MTS_RT","Informal employment rate by sex, public/private sector and marital status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS,MTS",1997,2025,"25/02/2026 07:04:40",56059,108,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_INS_MTS_RT_Q","EMP_NIFL_SEX_INS_MTS_RT","Informal employment rate by sex, public/private sector and marital status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS,MTS",1995,2025,"24/02/2026 07:04:22",42147,44,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_INS_DSB_RT_A","EMP_NIFL_SEX_INS_DSB_RT","Informal employment rate by sex, public/private sector and disability status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS,DSB",2005,2025,"14/02/2026 08:07:20",5466,69,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_INS_DSB_RT_Q","EMP_NIFL_SEX_INS_DSB_RT","Informal employment rate by sex, public/private sector and disability status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,INS,DSB",2010,2025,"14/02/2026 08:06:21",9256,19,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_EST_RT_A","EMP_NIFL_SEX_EST_RT","Informal employment rate by sex and establishment size (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST",1997,2025,"25/02/2026 07:04:40",21961,96,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_EST_RT_Q","EMP_NIFL_SEX_EST_RT","Informal employment rate by sex and establishment size (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST",1995,2025,"24/02/2026 07:04:22",50682,44,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_EST_RT_M","EMP_NIFL_SEX_EST_RT","Informal employment rate by sex and establishment size (%)","M","Monthly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST",2006,2025,"14/02/2026 08:03:12",12686,8,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_EST_GEO_RT_A","EMP_NIFL_SEX_EST_GEO_RT","Informal employment rate by sex, establishment size and rural / urban areas (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST,GEO",1997,2025,"16/02/2026 19:33:26",58402,83,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_NIFL_SEX_EST_GEO_RT_Q","EMP_NIFL_SEX_EST_GEO_RT","Informal employment rate by sex, establishment size and rural / urban areas (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST,GEO",1995,2025,"16/02/2026 19:30:53",130275,38,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_NIFL_SEX_EST_MTS_RT_A","EMP_NIFL_SEX_EST_MTS_RT","Informal employment rate by sex, establishment size and marital status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST,MTS",1997,2025,"25/02/2026 07:04:40",177495,92,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_EST_MTS_RT_Q","EMP_NIFL_SEX_EST_MTS_RT","Informal employment rate by sex, establishment size and marital status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST,MTS",1995,2025,"24/02/2026 07:04:22",138278,41,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_NIFL_SEX_EST_DSB_RT_A","EMP_NIFL_SEX_EST_DSB_RT","Informal employment rate by sex, establishment size and disability status (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST,DSB",2006,2025,"14/02/2026 08:07:20",6555,52,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_EST_DSB_RT_Q","EMP_NIFL_SEX_EST_DSB_RT","Informal employment rate by sex, establishment size and disability status (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,EST,DSB",2010,2025,"14/02/2026 08:06:21",11894,18,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_NIFL_SEX_STE_RT_A","EMP_NIFL_SEX_STE_RT","Informal employment rate by status in employment (by sex) (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,STE",1997,2025,"25/02/2026 07:04:40",34432,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_STE_RT_Q","EMP_NIFL_SEX_STE_RT","Informal employment rate by status in employment (by sex) (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,STE",1995,2025,"24/02/2026 07:04:22",18837,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_HOW_RT_A","EMP_NIFL_SEX_HOW_RT","Informal employment rate by sex and weekly hours actually worked (%)","A","Annual","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,HOW",1997,2025,"25/02/2026 07:04:40",17276,104,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_NIFL_SEX_HOW_RT_Q","EMP_NIFL_SEX_HOW_RT","Informal employment rate by sex and weekly hours actually worked (%)","Q","Quarterly","EMP_NIFL_RT","Informal employment rate (previous ILO definition)","SEX,HOW",1995,2025,"24/02/2026 07:04:22",41418,49,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_NB_A","EMP_PIFL_SEX_NB","Employment outside the formal sector by sex (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX",1997,2025,"25/02/2026 07:05:32",3906,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_NB_Q","EMP_PIFL_SEX_NB","Employment outside the formal sector by sex (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX",1995,2025,"24/02/2026 07:04:22",5513,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_NB_M","EMP_PIFL_SEX_NB","Employment outside the formal sector by sex (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX",2006,2025,"14/02/2026 08:03:12",3771,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_NB_A","EMP_PIFL_SEX_AGE_NB","Employment outside the formal sector by sex and age (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE",1997,2025,"25/02/2026 07:04:40",108551,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_NB_Q","EMP_PIFL_SEX_AGE_NB","Employment outside the formal sector by sex and age (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE",1995,2025,"24/02/2026 07:04:22",153771,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_NB_M","EMP_PIFL_SEX_AGE_NB","Employment outside the formal sector by sex and age (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE",2006,2025,"14/02/2026 08:03:12",60300,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
