url,location_name,gdelt_lat,gdelt_lon,geocoded_lat,geocoded_lon,distance_km,is_outlier
https://www.today.ng/news/world/6397/700-killed-south-asia-floods,South Asia,30.25,79.25,11.0046133,124.6069737,5138.4,True
http://www.570news.com/2018/01/14/concerns-about-dam-prompt-evacuations-in-new-brunswick-community/,"Canada, New Brunswick, Musquash",51.5,-0.116667,45.1875148,-66.3370307,4774.4,True
https://www.npr.org/sections/thetwo-way/2018/01/08/576407905/burst-water-main-at-jfk-airport-floods-international-terminal,"USA, New York, New York, JFK Airport",5.0,-59.0,40.6429479,-73.7793734,4229.1,True
http://www.circleofblue.org/2018/daily-stream/the-stream-january-12-millions-at-flood-risk-within-next-20-years/,"USA, California, Santa Barbara County",42.1497,-74.9384,34.7136533,-119.985823,3962.5,True
http://fox40.com/2018/01/07/water-leak-floods-crowded-jfk-airport-baggage-claim/,"USA, New York, New York City, JFK Airport",34.0522,-118.244,40.6429479,-73.7793734,3955.4,True
https://www.bloombergquint.com/business/2018/01/08/flooding-risk-after-wildfires-adds-to-california-s-weather-woes,"United States, California",39.0724,-76.7902,36.7014631,-118.755997,3659.6,True
http://www.thewhig.com/2018/01/05/i-couldnt-see-anything-for-a-few-minutes,"Canada, Ontario, Kingston",49.25,-123.133,44.3054151,-76.4283781,3540.9,True
http://abc7chicago.com/names-of-17-montecito-mudslide-victims-released/2933959/,"USA, California, Montecito",41.85,-87.6501,34.4366626,-119.6320753,2896.9,True
http://abc7.com/names-of-19-montecito-victims-released/2930517/,"USA, California, Montecito",41.85,-87.6501,34.4366626,-119.6320753,2896.9,True
http://www.xinhuanet.com/english/2018-01/06/c_136876870.htm,"China, Guangxi Zhuang Autonomous Region",42.7683,129.336,24.0,109.0,2799.1,True
http://www.china.org.cn/world/2018-01/12/content_50218337.htm,"Nepal, Terai",18.2698,109.563,27.6610547,84.4525001,2767.8,True
http://www.xinhuanet.com/english/2018-01/11/c_136888966.htm,"Nepal, Terai",18.2698,109.563,27.6610547,84.4525001,2767.8,True
http://www.wbur.org/npr/576543677/new-report-shows-disasters-in-2017-cost-more-than-300-billion,"USA, Texas",42.3584,-71.0598,31.2638905,-98.5456116,2723.5,True
https://reliefweb.int/report/nepal/china-provides-post-flood-recovery-assistance-nepal,"Nepal, Province 2",18.2698,109.563,26.9066675,85.7069635,2625.0,True
http://www.cbc.ca/news/canada/new-brunswick/elsipogtog-flooding-power-outages-1.4487190,"Canada, New Brunswick, Elsipogtog",60.0,-96.0,46.585182,-64.9853383,2506.7,True
http://kathmandupost.ekantipur.com/news/2018-01-12/china-provides-post-flood-recovery-help.html,"Nepal, Province 1",18.2698,109.563,27.195814,87.3369312,2480.9,True
http://www.kswo.com/story/37194712/east-coast-storm-brings-crashes-flooding-and-outages,USA,25.7743,-80.1937,39.7837304,-100.445882,2441.3,True
https://world.wng.org/content/deadly_flooding_mudslides_hit_southern_california,"United States, California, Montecito",29.7633,-95.3633,34.4366626,-119.6320753,2338.2,True
https://en.antaranews.com/news/114119/hydro-meteorological-disasters-forecast-to-be-dominant-in-2018,Indonesia,3.5292,99.0184,-2.4833826,117.8902853,2201.4,True
http://www.cbc.ca/news/canada/newfoundland-labrador/safety-priority-unprecedented-flooding-newfoundland-west-coast-1.4486657,"Canada, Newfoundland and Labrador, Halfway Point",46.0833,-81.8333,47.4941391,-53.1636572,2175.9,True
https://www.malaysiakini.com/news/407550,"Malaysia, Penang",6.0696,117.964,5.4065013,100.2559077,1960.5,True
http://wmra.org/post/louisiana-says-thousands-should-move-vulnerable-coast-cant-pay-them,"USA, Louisiana, Slidell",40.5834,-74.1496,30.2751945,-89.7811745,1817.1,True
https://www.ecowatch.com/coastal-flooding-climate-change-2521800813.html,"United States, Texas",32.7766,-79.9309,31.2638905,-98.5456116,1760.7,True
http://www.kbzk.com/story/37176325/flood-warning-for-gallatin-river,"United States, Montana",38.4623,-92.302,47.3752671,-109.638757,1718.6,True
https://patch.com/illinois/algonquin/lith-family-comes-home-florida-flooded-frozen-home,"United States, Illinois, Lake in the Hills",27.8333,-81.717,42.1816908,-88.3303618,1704.0,True
http://www.newsweek.com/ocean-hot-spots-will-flood-coastal-cities-forcing-sea-levels-rise-rapidly-and-768312,"United States, Texas",27.8333,-81.717,31.2638905,-98.5456116,1670.1,True
https://www.wxyz.com/news/region/st-clair-county/east-china-township-facing-flood-warning-after-ice-blockage-on-st-clair-river,"United States, Michigan, East China Township",27.8333,-81.717,42.7706968,-82.4834285,1662.4,True
http://www.abc-7.com/story/37194711/east-coast-storm-brings-crashes-flooding-and-outages,"USA, East Coast",26.1223,-80.1434,39.9424367,-75.0877364,1606.6,True
https://www.flamboroughreview.com/news-story/8051142-flooding-outages-as-rains-drench-east-coast/,"Canada, Ontario",45.7167,-65.5167,50.000678,-86.000977,1594.9,True
http://www.theborneopost.com/2018/01/08/flood-alert-for-sabah-terminated/,"Malaysia, Sabah",3.8077,103.326,5.4257359,117.0326392,1529.7,True
https://www.independent.ie/irish-news/news/now-everything-is-gone-business-owners-count-the-cost-of-storm-eleanor-as-further-flood-warnings-issued-36455357.html,"Ireland, Galway",40.0,-4.0,53.2744122,-9.0490601,1524.6,True
https://www.msn.com/en-in/news/other/bangladesh-rice-imports-hit-two-decade-high-after-floods-destroy-domestic-crop/ar-BBHRiYX,Bangladesh,20.0,77.0,24.4769288,90.2934413,1455.1,True
http://www.zanesvilletimesrecorder.com/story/news/local/2018/01/14/officials-still-monitoring-high-water-ice-jam/1032568001/,"United States, Ohio, Dresden",39.828175,-98.5795,40.1214579,-82.0106918,1410.2,True
https://citizen.co.za/news/news-world/1775484/china-cambodia-conservation-environment-mekong-diplomacy/,"Cambodia, Kandal",22.5621,99.9103,11.3962625,105.0207869,1354.9,True
https://news.mb.com.ph/2018/01/09/duterte-orders-suspension-of-alleged-irresponsible-logging-ops-in-zamboanga-due-to-recent-flooding/,"Philippines, Zamboanga",6.91025,122.072,18.1888705,120.547657,1265.0,True
http://www.hindustantimes.com/mumbai-news/five-months-after-man-drowned-in-mumbai-floods-body-handed-over-to-family/story-MhzgAlWKClL7KzIYSjhGOP.html,"India, Maharashtra, Thane, Ramnagar",27.0833,81.4167,19.2166065,73.0861813,1220.1,True
http://en.republika.co.id/berita/en/national-politics/18/01/05/p21lyc414-hydrometeorological-disasters-to-be-dominant-in-2018-bnpb,Indonesia,-7.0478,108.346,-2.4833826,117.8902853,1172.8,True
https://news.mongabay.com/2018/01/study-amazon-dams-are-disrupting-ecologically-vital-flood-pulses/,Brazil,-2.5,-60.0,-10.3333333,-53.2,1149.9,True
http://www.stuff.co.nz/national/100043520/Flash-floods-hit-North-Island-as-storm-brews-across-the-country,"New Zealand, North Island",-46.4,168.35,-38.0035304,175.957821,1123.3,True
http://www.680news.com/2018/01/14/concerns-about-dam-prompt-evacuations-in-new-brunswick-community/,"Canada, New Brunswick, Musquash",43.7167,-79.4833,45.1875148,-66.3370307,1055.0,True
http://www.ngocentre.org.vn/news/undp-supports-building-300-houses-flood-victims-vietnam-central-region,"Vietnam, Central Region",10.6833,105.167,1.3107806,103.8801126,1051.8,True
https://www.npr.org/sections/thetwo-way/2018/01/08/576543677/new-report-shows-disasters-in-2017-cost-more-than-300-billion,USA,31.106,-97.6475,39.7837304,-100.445882,997.5,True
http://wgno.com/2018/01/07/flash-flood-watch-is-in-effect/,United States,32.6701,-94.083,39.7837304,-100.445882,974.8,True
http://www.foxnews.com/us/2018/01/04/bomb-cyclone-triggers-boston-flooding-panic-high-tides-trapping-drivers.html,"United States, Massachusetts, Boston, Seaport district",35.3852,-77.8969,42.343647,-71.0446391,974.3,True
http://www.dutchnews.nl/news/archives/2018/01/rising-rivers-cause-widespread-flooding-but-water-authorities-say-no-cause-for-alarm/,"Netherlands, Gelderland",52.0,20.0,52.1014041,5.9515701,959.2,True
http://en.brinkwire.com/75819/in-dr-congo-flood-tragedy-highlights-perils-of-urban-sprawl/,Democratic Republic of the Congo,-4.32972,15.315,-2.9814344,23.8222636,955.8,True
https://news2.onlinenigeria.com/news/general/693525-44-killed-in-congo-after-heavy-rains-cause-flooding.html,Congo,-4.32972,15.315,-2.9814344,23.8222636,955.8,True
http://www.news.com.au/world/breaking-news/at-least-44-killed-in-congo-flooding/news-story/1d55989280ca0436a970eb9fe3092d3f,Congo,-4.32972,15.315,-2.9814344,23.8222636,955.8,True
http://www.scoop.co.nz/stories/WO1801/S00091/rebuilt-bridge-in-upper-nile-helping-local-communities.htm,South Sudan,16.0,30.0,7.8699431,29.6667897,904.7,True
https://www.nbcnews.com/news/weather/east-coast-blizzard-unleashes-epic-flooding-ahead-dangerous-cold-n834931?cid=public-rss_20180106,"United States, Massachusetts, Boston",37.0785,-79.0942,42.3588336,-71.0578303,903.2,True
http://www.theland.com.au/story/1644128/flood-flashback-north-east-and-riverina-floods/?cs=4963,"Australia, New South Wales",-35.3667,139.367,-31.8759835,147.2869493,829.3,True
https://www.nbcnews.com/news/weather/east-coast-blizzard-unleashes-epic-flooding-ahead-dangerous-cold-n834931,"USA, Massachusetts, Boston",37.3835,-77.5997,42.3588336,-71.0578303,785.5,True
https://infotel.ca/newsitem/atlantic-canada-recovers-from-flooding-outages-and-evacuations-after-deluge/it49434,"Canada, New Brunswick, Musquash",48.95,-57.9333,45.1875148,-66.3370307,761.0,True
http://ottawacitizen.com/news/canada/concerns-about-dam-prompt-evacuations-in-new-brunswick-community/wcm/cfd26681-2d73-4b5e-874e-10b9964a6084,"Canada, New Brunswick, Musquash",49.05,-58.3833,45.1875148,-66.3370307,738.7,True
http://nationalpost.com/pmn/news-pmn/canada-news-pmn/atlantic-canada-recovers-from-flooding-outages-and-evacuations-after-deluge,"Canada, New Brunswick, Musquash",49.05,-58.3833,45.1875148,-66.3370307,738.7,True
https://en.tempo.co/read/news/2018/01/14/206914821/Flash-Floods-Hit-Five-Districts-in-Bima,"Indonesia, West Nusa Tenggara, Bima",-8.1436,112.342,-8.5647631,118.762474,707.9,True
https://www.tweeddailynews.com.au/news/2017-in-review-debbie-devastates-the-tweed/3302022/,"Australia, New South Wales",-28.4358,153.473,-31.8759835,147.2869493,706.9,True
https://www.today.ng/news/nigeria/10921/nema-dispatch-8-trucks-relief-materials-benue-flood-victims,"Nigeria, Benue",11.2417,4.37389,7.3505747,8.7772877,648.5,True
https://www.stuff.co.nz/national/100318861/Storm-bringing-heavy-rain-coastal-flooding-gales-moving-south,New Zealand,-45.4167,167.717,-41.5000831,172.8344077,600.0,True
http://www.theaustralian.com.au/news/latest-news/flood-warning-ahead-of-wa-cyclone/news-story/3251180bb6f7e5dc70fded4c51b35a9f?nk=4f58376410b315798b20692d0de590dc-1515486768,"Australia, Western Australia",-20.3121,118.611,-25.2303005,121.0187246,600.0,True
https://www.thelocal.fr/20180105/france-storms-death-toll-rises-to-three-as-flood-and-avalanche-warnings-remain,"France, Normandy, Rouen",45.9243,6.86732,49.4404591,1.0939658,582.5,True
http://www.thehansindia.com/posts/index/Andhra-Pradesh/2018-01-14/AP-government-quenches-thirst-of-Chennai-residents-/351941,"India, Andhra Pradesh",18.6667,84.4333,15.9240905,80.1863809,544.3,True
https://www.accuweather.com/en/weather-news/new-tropical-threat-to-renew-flood-risk-in-western-australia-this-week/70003752,"Australia, Western Australia",-21.25,118.3,-25.2303005,121.0187246,522.5,True
