globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
729866124,20180211,20180211000000,043,043,04,1,10,1,10,-4.16088765603329,,,,,,,,20180211000000,https://www.nottinghampost.com/news/local-news/gps-nottingham-still-seeing-very-1196727
729866126,20180211,20180211000000,043,043,04,1,4,1,4,-1.79754020813623,"Berks County, Pennsylvania, United States",US,USPA,,40.6254,-75.8749,1209172,20180211000000,http://forum.pafoa.org/external.php?s=44ed104095f21e4dbfd8820e37d5aa39&type=RSS2&forumids=121
729866129,20180211,20180211000000,051,051,05,1,5,1,5,0,"Penang, Pulau Pinang, Malaysia",MY,MY09,37404,5.41123,100.335,-2403065,20180211000000,http://www.themalaysianinsight.com/s/36931/
729866131,20180211,20180211000000,130,130,13,3,1,1,1,-2.9126213592233,"Mchenry County, Illinois, United States",US,USIL,,42.3334,-88.4668,1784815,20180211000000,http://www.nwherald.com/2018/02/10/breaking-national-weather-service-issues-winter-weather-advisory-for-mchenry-county/acrrvuz/
729866132,20180211,20180211000000,1712,171,17,4,10,1,10,-3.51648351648352,,,,,,,,20180211000000,https://www.nottinghampost.com/news/local-news/residents-left-without-homes-after-1196855
729866138,20180211,20180211000000,043,043,04,1,5,1,5,-2.83363802559415,"Glen View, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.9078,30.9481,-2311543,20180211000000,http://www.sundaymail.co.zw/zimsec-does-it-again/
729866144,20180211,20180211000000,190,190,19,4,5,1,5,-7.86026200873363,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,20180211000000,http://whnt.com/2018/02/10/school-bus-with-students-on-board-caught-in-gun-battle-crossfire/
729866147,20180211,20180211000000,043,043,04,1,10,1,10,-5.19140010487677,United States,US,US,,39.828175,-98.5795,US,20180211000000,https://www.fairobserver.com/region/north_america/the-case-for-us-intervention-in-the-middle-east-01724/
729866148,20180211,20180211000000,042,042,04,1,10,1,10,0.3562945368171,"Naigani, Fiji (general), Fiji",FJ,FJ00,40198,-17.7833,179.167,-1189874,20180211000000,http://www.fijitimes.com/story.aspx?id=434187
729866150,20180211,20180211000000,042,042,04,1,8,1,8,-5.79710144927536,"Navua, Central, Fiji",FJ,FJ01,40197,-18.2167,178.167,-1192705,20180211000000,http://fijisun.com.fj/2018/02/11/police-probe-accident-involving-a-govt-vehicle/
729866151,20180211,20180211000000,042,042,04,1,10,1,10,2.93637846655791,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,20180211000000,http://www.fijitimes.com/story.aspx?id=434190
729866156,20180211,20180211000000,014,014,01,1,10,1,10,1.42857142857143,"Davao, Davao City, Philippines",RP,RPC3,24267,7.07306,125.613,-2424066,20180211000000,http://newsinfo.inquirer.net/967774/left-gives-duterte-rare-praise-on-irrigation
729866157,20180211,20180211000000,018,018,01,1,10,1,10,-3.7037037037037,,,,,,,,20180211000000,http://dailykashmirimages.com/Details/cm-visits-army-hospital-enquires-about-the-injured/161188
729866158,20180211,20180211000000,036,036,03,1,6,1,6,3.82941688424717,"Owerri, Imo, Nigeria",NI,NI28,191356,5.48333,7.03041,-2024488,20180211000000,http://thenationonlineng.net/time-unveil-madumere/
729866160,20180211,20180211000000,040,040,04,1,10,1,10,0.657894736842105,,,,,,,,20180211000000,http://www.wboc.com/story/37476029/governor-carney-visits-blades-to-discuss-water-issue
729866168,20180211,20180211000000,051,051,05,1,8,1,8,1.64319248826291,"Madras, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,20180211000000,http://www.deccanchronicle.com/nation/current-affairs/110218/jayalalithaa-portrait-to-be-unveiled-in-tamil-nadu-assembly-tomorrow.html
729866174,20180211,20180211000000,112,112,11,3,20,1,10,-15.0943396226415,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,20180211000000,http://www.wbrz.com/news/firefighter-accused-of-setting-fires-burglarizing-firestations
729866192,20180211,20180211000000,036,036,03,1,10,1,10,-9.94764397905762,,,,,,,,20180211000000,https://www.gattonstar.com.au/news/man-charged-following-alleged-assault/3332316/
729866193,20180211,20180211000000,040,040,04,1,8,1,8,-4.41501103752759,"Camarines Sur, Camarines Sur, Philippines",RP,RP16,24242,13.6667,123.333,-2419535,20180211000000,http://m.philstar.com/782974/show/454904d88b8f310a30032425bc53d074?t=k6k3pon5d9uug532sru7d572k3
729866195,20180211,20180211000000,042,042,04,1,2,1,2,0.70175438596491,"York County, South Carolina, United States",US,USSC,,34.9835,-81.1831,1248019,20180211000000,http://gwdtoday.com/main.asp?SectionID=2&SubSectionID=41&TM=67523.02
729866205,20180211,20180211000000,130,130,13,3,10,1,10,-8.33333333333333,"Ebbw Vale, Queensland, Australia",AS,AS04,154677,-27.6,152.817,-1571415,20180211000000,https://www.gattonstar.com.au/news/two-boys-charged-after-service-staion-robbed-knife/3332330/
729866206,20180211,20180211000000,020,020,02,1,10,1,10,-4.25943852855759,China,CH,CH,,35,105,CH,20180211000000,http://m.philstar.com/opinion/show/6189027a0220fc69cd4c8517bfd3d667?t=k6k3pon5d9uug532sru7d572k3
729866209,20180211,20180211000000,0874,087,08,2,10,1,10,0.18518518518518,Luxembourg,LU,LU,,49.75,6.166667,LU,20180211000000,https://trionjournal.com/pulling-back-the-curtain-on-shares-of-multi-units-luxembourg-lcan-l/543260/
729866211,20180211,20180211000000,040,040,04,1,2,1,2,-4.69135802469136,"California, United States",US,USCA,,36.17,-119.746,CA,20180211000000,http://www.newsplex.com/content/news/Judge-says-inclined-toward-asserting-right-to-rule-on-border-wall-473676553.html
729866213,20180211,20180211000000,040,040,04,1,5,1,5,-3.20512820512821,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180211000000,http://us.blastingnews.com/news/2018/02/navy-seal-who-killed-bin-laden-rips-bullsht-trump-for-wanting-military-parade-002351275.html
729866218,20180211,20180211000000,061,061,06,2,10,1,10,1.97802197802198,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20180211000000,http://punchng.com/nigerian-youths-are-not-prepared-to-lead-idris-aregbe/
729866219,20180211,20180211000000,112,112,11,3,4,1,4,-9.0497737556561,"Kogi State, Kogi, Nigeria",NI,NI41,191205,7.75,6.75,9153500,20180211000000,http://saharareporters.com/2018/02/10/nigeria-feds-charges-senator-melaye-false-information-over-claim-there-was-attempt-his
729866223,20180211,20180211000000,046,046,04,1,6,1,6,0.746268656716422,"Island Bay, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3333,174.783,-1511183,20180211000000,https://www.stuff.co.nz/environment/101338794/dolphins-join-crowd-of-swimmers-at-island-bay
729866224,20180211,20180211000000,040,040,04,1,4,1,4,0.3921568627451,"Bukidnon, Sagay City, Philippines",RP,RPM1,24253,10.8487,123.367,-2416249,20180211000000,http://m.philstar.com/opinion/show/28287a58e2a6fd51101ffeefb942911c?t=k6k3pon5d9uug532sru7d572k3
729866226,20180211,20180211000000,040,040,04,1,16,1,16,-0.25510204081632,"Mount Pulag, Benguet, Philippines",RP,RP10,24218,16.5978,120.899,-2447094,20180211000000,http://m.philstar.com/nation/show/ec92f4148b14ada7e140ef449246c36f?t=k6k3pon5d9uug532sru7d572k3
729866227,20180211,20180211000000,042,042,04,1,16,1,16,-2.63157894736842,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,20180211000000,http://globalnation.inquirer.net/164052/hk-based-filipino-group-host-confab-ofws
729866233,20180211,20180211000000,1123,112,11,3,5,1,5,-9.73312401883833,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20180211000000,http://english.wafa.ps/page.aspx?id=G0T45ga96436372725aG0T45g
729866234,20180211,20180211000000,084,084,08,2,10,5,10,-3.32404774307364,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180211000000,http://www.saratogian.com/government-and-politics/20180210/trump-accuses-democrats-of-playing-politics-with-memo
729866237,20180211,20180211000000,130,130,13,3,1,1,1,-1.34615384615385,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180211000000,https://www.yahoo.com/news/trump-blocks-release-democratic-memo-russia-probe-054619789.html
729866242,20180211,20180211000000,062,062,06,2,15,1,10,-6.34328358208955,Syria,SY,SY,,35,38,SY,20180211000000,http://www.independent.co.uk/news/world/middle-east/isis-foreign-women-islamic-state-detained-human-rights-watch-a8204686.html
729866251,20180211,20180211000000,1123,112,11,3,10,1,10,-10.813704496788,,,,,,,,20180211000000,http://dailykashmirimages.com/Details/two-army-officers-2-militants-killed-nine-injured-operation-on/161189
729866255,20180211,20180211000000,010,010,01,1,2,1,2,-7.45798319327732,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180211000000,http://www.newstalk1030.com/news/second-wh-official-resigns-over-domestic-abuse-allegations-2/
729866257,20180211,20180211000000,020,020,02,1,3,1,3,-3.92320534223706,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180211000000,http://www.newstalk1030.com/news/donald-trump-believes-the-men-always-unless-theyre-democrats/
729866267,20180211,20180211000000,040,040,04,1,10,1,10,-0.79365079365079,"Las Vegas, Nevada, United States",US,USNV,,36.175,-115.137,847388,20180211000000,http://www.lasvegasnvblog.com/2018/02/karlie-kloss-beau-joshua-kushner-get-caught-within-the-rain-in-new-york-city/
729866268,20180211,20180211000000,040,040,04,1,2,1,2,-3.19284802043423,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180211000000,http://nationalpost.com/opinion/barbara-kay-exploding-the-myth-of-cure-all-female-corporate-boards
729866270,20180211,20180211000000,042,042,04,1,3,1,3,1.14192495921696,"Coopersburg, Pennsylvania, United States",US,USPA,PA077,40.5115,-75.3905,1172428,20180211000000,http://forum.pafoa.org/external.php?s=44ed104095f21e4dbfd8820e37d5aa39&type=RSS2&forumids=122
729866271,20180211,20180211000000,042,042,04,1,6,1,6,-3.18471337579617,"Cedar Park, Texas, United States",US,USTX,,30.5052,-97.8203,1354140,20180211000000,http://www.daytondailynews.com/news/national/sinkhole-opens-texas-reveal-170-foot-long-cave/rQ3LfMfE97EyDPuBMCyHHK/
729866284,20180211,20180211000000,046,046,04,1,8,1,8,-5.43933054393305,"Texarkana, Texas, United States",US,USTX,TX037,33.4251,-94.0477,1369752,20180211000000,https://txktoday.com/crime/man-shot-state-line-dies/
729866286,20180211,20180211000000,051,051,05,1,10,1,10,1.17878192534381,,,,,,,,20180211000000,http://niagarafallsreporter.com/n-t-council-shades-solar-panel-resolution-water-treatment-upgrades-tap-nt-lockport/
729866290,20180211,20180211000000,084,084,08,2,1,1,1,-5.14165792235047,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180211000000,http://www.newstalk1030.com/news/trumps-block-of-a-memo-is-a-block-of-checks-and-balances/
729866291,20180211,20180211000000,112,112,11,3,2,1,2,-4.17209908735333,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20180211000000,https://www.washingtonpost.com/news/true-crime/wp/2018/02/10/man-accused-of-shooting-teen-said-the-victim-sought-a-hit-man-on-craigslist-affidavit-says/
729866292,20180211,20180211000000,112,112,11,3,6,2,6,-8.2389040034514,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180211000000,http://ticklethewire.com/2018/02/10/trumps-bold-memo-snub-risks-high-stakes-standoff-dems-feds/print/
729866296,20180211,20180211000000,112,112,11,3,2,1,2,-10.7142857142857,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20180211000000,https://www.mirror.co.uk/news/world-news/three-men-who-hunted-down-12005890
729866301,20180211,20180211000000,173,173,17,4,4,1,4,-5.81818181818182,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20180211000000,http://www.independent.co.uk/news/world/americas/man-sets-fire-to-himself-chicago-train-red-line-argyle-station-arrest-a8204586.html
729866307,20180211,20180211000000,190,190,19,4,2,1,2,-2.85714285714286,"Cherry Hill, Ohio, United States",US,USOH,,39.7228,-81.8393,1056241,20180211000000,https://www.courierpostonline.com/story/news/nation/2018/02/10/police-two-officers-have-been-fatally-shot-home-columbus-suburb-westerville-suspect-custody-associat/326444002/
729866308,20180211,20180211000000,190,190,19,4,24,4,24,-2.69038667434129,"Westerville, Ohio, United States",US,USOH,OH049,40.1262,-82.9291,1061759,20180211000000,http://www.thenews-messenger.com/story/news/nation/2018/02/10/police-two-officers-have-been-fatally-shot-home-columbus-suburb-westerville-suspect-custody-associat/326444002/
729866318,20180211,20180211000000,190,190,19,4,30,5,30,-1.40845070422536,"Columbus, Ohio, United States",US,USOH,OH049,39.9612,-82.9988,1080996,20180211000000,http://www.1290wlby.com/news/ohio-police-officers-were-killed-while-protecting-others-chief-says/
729866325,20180211,20180211000000,042,042,04,1,10,1,10,-0.57736720554272,United States,US,US,,39.828175,-98.5795,US,20180211000000,https://www.geekwire.com/2018/whose-city-city-pittsburgh-citizens-worry-consequences-amazon-hq2/
729866326,20180211,20180211000000,043,043,04,1,9,1,9,1.49748361765529,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20180211000000,http://www.doorcountydailynews.com/2018/02/10/skatepark-committee-completes-final-payment-to-city/
729866334,20180211,20180211000000,040,040,04,1,4,1,4,0.53440213760855,"Mashonaland Central Province, Mashonaland Central, Zimbabwe",ZI,ZI03,40201,-17,31,-2315775,20180211000000,https://www.zimeye.net/makarau-gone-chigumba-bares-all/
729866336,20180211,20180211000000,042,042,04,1,10,1,10,0.11001100110011,,,,,,,,20180211000000,http://www.kenoradailyminerandnews.com/2018/02/10/family-of-richard-roach-seeks-closure-three-years-after-his-death
729866340,20180211,20180211000000,012,012,01,1,7,1,7,-3.93258426966292,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,20180211000000,https://www.theaustralian.com.au/news/latest-news/cape-towns-water-crisis-spreads/news-story/b5c331cc68df67779cca93543cc17ede?nk=6c02f6012b2f674762190dbde4891120-1518306474
729866365,20180211,20180211000000,010,010,01,1,4,1,4,0.15503875968992,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20180211000000,http://wam.ae/en/details/1395302666347
729866366,20180211,20180211000000,014,014,01,1,4,1,4,4.06976744186046,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20180211000000,http://wam.ae/en/details/1395302666269
729866368,20180211,20180211000000,051,051,05,1,10,1,10,8.56102003642987,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20180211000000,http://wam.ae/en/details/1395302666311
729866383,20180211,20180211000000,020,020,02,1,4,1,4,-0.744878957169459,"Myall Creek, New South Wales, Australia",AS,AS02,5096,-29.75,150.767,-1590450,20180211000000,https://www.gattonstar.com.au/news/misunderstanding-credit-cards-places-families-in-t/3332293/
729866384,20180211,20180211000000,030,030,03,1,4,1,4,2.3391812865497,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20180211000000,http://smokeroom.com/2018/02/10/red-dela-cruz-octagon-girl-outfit/
729866389,20180211,20180211000000,080,080,08,2,4,1,4,0.48780487804878,"Eden Park, Victoria, Australia",AS,AS07,5427,-37.4833,145.083,-1571491,20180211000000,http://www.armidaleexpress.com.au/story/5220732/aussies-reach-t20-final-after-smashing-england/
729866407,20180211,20180211000000,043,043,04,1,10,1,10,0.60120240480962,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20180211000000,http://www.armidaleexpress.com.au/story/5220788/why-cant-we-fix-this-and-close-the-gap/
729866417,20180211,20180211000000,010,010,01,1,10,1,10,-0.33557046979865,Brazil,BR,BR,,-10,-55,BR,20180211000000,http://www.businessinsider.com/r-brazils-supreme-court-asks-police-head-to-clarify-comments-on-temer-2018-2
729866422,20180211,20180211000000,010,010,01,1,10,1,10,-4.9645390070922,,,,,,,,20180211000000,http://fox40.com/2018/02/10/faa-investigating-2-malfunctions-on-spirit-airlines-aircraft/
729866423,20180211,20180211000000,010,010,01,1,10,1,10,-5.59701492537313,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20180211000000,https://infotel.ca/newsitem/ca-airplane-double-malfunction/cp1645225608
729866424,20180211,20180211000000,010,010,01,1,7,1,7,1.99252801992528,France,FR,FR,,46,2,FR,20180211000000,https://theubj.com/news/view/kyiv-painter-breaks-the-ice
729866431,20180211,20180211000000,012,012,01,1,4,2,4,-7.92778649921507,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,20180211000000,https://infotel.ca/newsitem/us-people-mcgowan-former-manager/cp385957962
729866434,20180211,20180211000000,020,020,02,1,10,1,10,-3.18725099601594,,,,,,,,20180211000000,http://mix96buffalo.com/stranger-things-3-episode-order-eight/
729866445,20180211,20180211000000,071,071,07,2,10,1,10,1.0250569476082,United States,US,US,,39.828175,-98.5795,US,20180211000000,https://www.dispatchtribunal.com/2018/02/10/centerpoint-energy-cnp-upgraded-by-zacks-investment-research-to-buy.html
729866446,20180211,20180211000000,084,084,08,2,6,1,6,-5.94512195121951,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,20180211000000,http://dailycaller.com/2018/02/10/oxycontin-maker-cuts-half-of-sales-staff-stops-promoting-painkillers-to-doctors/
729866448,20180211,20180211000000,090,090,09,2,6,2,6,-0.10940702839708,"Montana, United States",US,USMT,,46.9048,-110.326,MT,20180211000000,http://www.newsplex.com/content/news/LL-Bean-limits-returns-policy-473676003.html
729866451,20180211,20180211000000,110,110,11,3,3,1,3,-2.89699570815451,"Albuquerque, New Mexico, United States",US,USNM,NM001,35.0845,-106.651,928679,20180211000000,http://forum.pafoa.org/external.php?s=44ed104095f21e4dbfd8820e37d5aa39&type=RSS2&forumids=11
729866453,20180211,20180211000000,111,111,11,3,10,1,10,-1.4475271411339,,,,,,,,20180211000000,https://weekherald.com/2018/02/10/somewhat-favorable-press-coverage-somewhat-unlikely-to-impact-procter-gamble-pg-stock-price.html
729866459,20180211,20180211000000,046,046,04,1,20,1,20,-3.26633165829146,"Philippine, Benguet, Philippines",RP,RP10,24213,16.45,120.55,-2445611,20180211000000,http://m.philstar.com/nation/show/59adaba5a0ee1de81aa0d78365877372?t=k6k3pon5d9uug532sru7d572k3
729866470,20180211,20180211000000,014,014,01,1,1,1,1,1.53203342618385,"Centerville, Pennsylvania, United States",US,USPA,PA133,39.8009,-76.7377,1171467,20180211000000,http://www.daytondailynews.com/business/public-sounds-off-good-sam-closing-forum/atuvL7X8bOWa9OHgcRCLkN/
729866486,20180211,20180211000000,010,010,01,1,10,1,10,-3.11958405545928,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20180211000000,https://infotel.ca/newsitem/vancouver-park-board-lacked-authority-to-ban-whales-dolphins-at-aquarium-court/it50153
729866502,20180211,20180211000000,138,138,13,3,2,1,2,-1.51515151515151,"Langley, British Columbia, Canada",CA,CA02,12552,49.1,-122.65,-567692,20180211000000,https://www.missioncityrecord.com/news/justice-for-colten-rally-draws-dozens-in-vancouver-after-not-guilty-verdict/
729866503,20180211,20180211000000,138,138,13,3,14,4,14,-0.938934034369487,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20180211000000,https://www.vicnews.com/news/justice-for-colten-rally-draws-dozens-in-vancouver-after-not-guilty-verdict/
