globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1283131714,20260110,20260110000000,042,042,04,1,20,2,20,4.36893203883495,,,,,,,,20260110000000,https://www.timminspress.com:443/news/police-service-wants-you-to-take-the-plunge
1283131715,20260110,20260110000000,130,130,13,3,5,1,5,-2.77392510402219,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://www.esecurityplanet.com/threats/ai-deployments-targeted-in-91000-attack-sessions/
1283131716,20260110,20260110000000,190,190,19,4,5,1,5,-8.07453416149069,,,,,,,,20260110000000,https://www.opinionnigeria.com/sad-as-the-war-of-attrition-in-rivers-threatens-to-stall-states-development-by-isaac-asabor/
1283131717,20260110,20260110000000,130,130,13,3,4,2,4,-4.65592400449875,"Oreshnik, Kirovskaya Oblast', Russia",RS,RS33,25060,57.3633,49.9722,11149267,20260110000000,https://www.cp24.com/news/world/2026/01/09/russia-says-it-used-the-oreshnik-in-a-major-attack-on-ukraine-what-is-the-new-ballistic-missile/
1283131718,20260110,20260110000000,040,040,04,1,15,1,10,4.75161987041036,,,,,,,,20260110000000,https://bleedingcool.com/tv/the-hunting-party-eric-finn-mccormack-on-unique-acting-opportunity/
1283131719,20260110,20260110000000,040,040,04,1,2,1,2,3.02419354838709,France,FR,FR,,46,2,FR,20260110000000,https://news.dupontregistry.com:443/blogs/events-1/flat-six-fest-returns-to-the-concours-club-with-outlaw-spirit
1283131720,20260110,20260110000000,043,043,04,1,2,1,2,5.14883346741754,France,FR,FR,,46,2,FR,20260110000000,https://www.oregonlive.com/entertainment/2026/01/this-portland-convention-has-assembled-the-most-impressive-celebrity-lineup-weve-seen-in-years.html
1283131722,20260110,20260110000000,014,014,01,1,5,1,5,0,Venezuela,VE,VE,,8,-66,VE,20260110000000,https://www.newser.com/story/381708/oil-executives-resist-push-by-trump-to-invest-in-venezuela.html
1283131723,20260110,20260110000000,020,020,02,1,6,1,6,-1.25523012552302,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260110000000,https://www.1049thebeat.com/donald-trump-is-not-considering-granting-diddys-request-for-a-pardon/
1283131724,20260110,20260110000000,020,020,02,1,6,1,6,-1.65876777251185,"Wyoming, United States",US,USWY,,42.7475,-107.209,WY,20260110000000,https://www.wyomingpublicmedia.org/politics-government/2026-01-09/gordon-and-gray-spar-during-public-comment-meeting-on-a-wind-project
1283131725,20260110,20260110000000,040,040,04,1,5,1,5,0.925925925925926,,,,,,,,20260110000000,https://lancasteronline.com/news/regional/quarryville-borough-council-changes-president-swears-in-new-mayor-other-members/article_abdee95d-cc99-4754-8d22-69bb16327e8d.html
1283131726,20260110,20260110000000,040,040,04,1,6,1,6,5.39215686274509,Ethiopia,ET,ET,,8,38,ET,20260110000000,https://allafrica.com/stories/202601090515.html
1283131727,20260110,20260110000000,042,042,04,1,2,1,2,-2.62430939226519,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,20260110000000,https://www.standard.net.au/story/9148909/victorian-state-of-disaster-as-fires-escalate/
1283131729,20260110,20260110000000,042,042,04,1,10,1,10,-0.55679287305122,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://cen.acs.org/environment/climate-change/Trump-pulls-US-another-major/104/web/2026/01
1283131730,20260110,20260110000000,046,046,04,1,3,1,3,-1.95058517555266,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260110000000,https://www.wcsufm.org/latest-from-npr/2026-01-09/how-the-ice-shooting-in-minneapolis-and-calls-to-deport-nicki-minaj-are-related
1283131731,20260110,20260110000000,060,060,06,2,30,1,30,0,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260110000000,https://103jamz.iheart.com/content/2026-01-09-fetty-wap-opens-up-about-life-in-prison-advice-from-50-cent-more/
1283131736,20260110,20260110000000,130,130,13,3,6,1,6,-2.37659963436929,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://www.mpamag.com/us/mortgage-industry/industry-trends/trumps-200bn-mortgage-bond-bet-jolts-housing-debate/561563
1283131737,20260110,20260110000000,141,141,14,3,2,1,2,-9.38722294654501,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260110000000,https://hanfordsentinel.com/news/national/irans-supreme-leader-vows-to-crack-down-on-protesters-blames-trump/article_2f94facc-fa14-4394-866c-7a9b705ca875.html
1283131740,20260110,20260110000000,190,190,19,4,10,1,10,-5.61456752655539,"Euroa, Victoria, Australia",AS,AS07,5417,-36.7556,145.571,-1572654,20260110000000,https://sunraysiadaily.com.au/community-news/2026/01/10/towns-destroyed-in-victorian-bushfire-crisis/
1283131744,20260110,20260110000000,042,042,04,1,30,3,30,-0.226024802275297,,,,,,,,20260110000000,https://www.wlrn.org/npr-breaking-news/2026-01-09/after-years-of-avoiding-the-er-noah-wyle-feels-right-at-home-in-the-pitt
1283131745,20260110,20260110000000,060,060,06,2,10,1,10,-12.5541125541126,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260110000000,https://www.castanetkamloops.net/news/Metro-Vancouver/593365/Man-arrested-after-allegedly-punching-woman-in-Vancouver-road-rage-incident
1283131746,20260110,20260110000000,073,073,07,2,10,1,10,-2.49433106575964,,,,,,,,20260110000000,https://www.cp24.com/local/toronto/2026/01/09/ontario-medical-association-warns-of-family-doctor-shortage/
1283131747,20260110,20260110000000,100,100,10,3,30,5,30,0,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260110000000,https://foxreno.com/news/nation-world/pope-leo-urges-cease-fires-pleads-for-venezuelans-rights-as-war-returns-to-vogue-united-nations-gaza-ukraine
1283131748,20260110,20260110000000,036,036,03,1,10,1,10,3.95480225988701,"Dublin, Dublin, Ireland",EI,EI07,18288,53.3331,-6.24889,-1502554,20260110000000,https://www.leinsterexpress.ie/news/arts---entertainment/1985276/who-are-the-guests-on-tonight-s-special-late-late-show-set-to-be-almighty-session.html
1283131753,20260110,20260110000000,040,040,04,1,4,1,2,-1.2326656394453,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20260110000000,https://www.maitlandmercury.com.au/story/9148896/us-gaza-board-envoy-meets-senior-palestinian-official/
1283131755,20260110,20260110000000,0841,084,08,2,2,1,2,-2.6246719160105,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260110000000,https://www.wnd.com/2026/01/project-sunrise-hamas-quest-destroy-israel-thwarting-trump/
1283131757,20260110,20260110000000,173,173,17,4,1,1,1,4.02298850574713,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,20260110000000,https://news.dupontregistry.com:443/blogs/alfa-romeo/new-1-of-10-alfa-romeo-giulia-quadrifoglio-luna-rossa-is-most-extreme-quadrifoglio-ever
1283131760,20260110,20260110000000,040,040,04,1,1,1,1,-0.17921146953405,Japan,JA,JA,,36,138,JA,20260110000000,https://comicbook.com/anime/news/frieren-beyond-journeys-end-director-explains-how-himmel-will-affect-the-narrative/
1283131761,20260110,20260110000000,051,051,05,1,1,1,1,-4.81144343302991,"Chatham, New Brunswick, Canada",CA,CA04,12600,47.0333,-65.4333,-562474,20260110000000,https://www.huroncitizen.ca/discrimination-never-disappears-from-the-cluttered-desk-with-keith-roulston
1283131764,20260110,20260110000000,020,020,02,1,10,1,10,-2.99727520435967,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260110000000,https://club937.com/ixp/812/p/boosie-avoids-prison-time-federal-gun-case/
1283131765,20260110,20260110000000,041,041,04,1,9,3,9,-2.61204019773768,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://www.stcatharinesstandard.ca/news/world/united-states/dispute-erupts-over-who-will-represent-former-venezuelan-leader-nicol-s-maduro-in-court/article_d448253b-7ec0-52b8-aed0-e148daa5b2dd.html
1283131768,20260110,20260110000000,020,020,02,1,10,1,10,-3.15398886827458,"California, United States",US,USCA,,36.17,-119.746,CA,20260110000000,https://brobible.com/culture/article/altadena-california-bear-leave-house-paintballs/
1283131770,20260110,20260110000000,042,042,04,1,3,1,3,1.10323089046494,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260110000000,https://www.krgv.com/news/in-border-visit-john-cornyn-resists-calls-to-expand-visas-for-foreign-workers
1283131771,20260110,20260110000000,192,192,19,4,2,1,2,-3.64109232769831,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,20260110000000,https://www.algemeiner.com/2026/01/09/israel-maintain-troops-syria-defense-chief-says-as-us-backed-talks-resume/
1283131772,20260110,20260110000000,025,025,02,1,10,1,10,-8.20610687022904,"Rivers State, Rivers, Nigeria",NI,NI50,23058,4.75,6.83333,-2025387,20260110000000,https://www.opinionnigeria.com/impeachment-of-fubara-ongoing-not-halted-rivers-assembly-elders-fault-grounds/
1283131773,20260110,20260110000000,100,100,10,3,5,1,5,-1.94174757281553,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://www.el-balad.com/6817167
1283131775,20260110,20260110000000,036,036,03,1,40,1,20,1.29310344827587,Ukraine,UP,UP,,49,32,UP,20260110000000,https://www.boredpanda.com/beautiful-home-decorating-pics/
1283131776,20260110,20260110000000,040,040,04,1,20,1,20,-3.57698289269051,,,,,,,,20260110000000,https://www.boredpanda.com/in-laws-upset-parents-unreasonable-about-daughter/
1283131777,20260110,20260110000000,111,111,11,3,10,1,10,-0.93119503362649,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260110000000,https://current.org/2026/01/opinion-lessons-from-nprs-past-efforts-to-reach-minority-listeners/
1283131781,20260110,20260110000000,036,036,03,1,20,2,20,5.85106382978724,"El Pato, Tabasco, Mexico",MX,MX27,20971,17.9917,-91.5708,6227822,20260110000000,https://club937.com/ixp/84/p/el-patos-closure-fenton/
