globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1135248089,20231023,20231023000000,043,043,04,1,14,2,14,5.97911845150431,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20231023000000,https://www.miragenews.com/uk-space-agency-engages-160000-youths-in-space-1108422/
1135248090,20231023,20231023000000,051,051,05,1,2,1,2,-3.08285163776494,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20231023000000,https://www.curetoday.com/view/padcev-plus-keytruda-reduces-risk-of-death-disease-progression-in-advanced-bladder-cancer
1135248091,20231023,20231023000000,051,051,05,1,10,1,10,4.13223140495868,United Kingdom,UK,UK,,54,-4,UK,20231023000000,https://www.miragenews.com/uk-gov-boosts-heat-pump-grants-by-50-1108424/
1135248092,20231023,20231023000000,100,100,10,3,20,2,20,-7.18954248366015,United Kingdom,UK,UK,,54,-4,UK,20231023000000,https://www.aol.co.uk/uk-charities-call-safe-passage-230100413.html
1135248104,20231023,20231023000000,190,190,19,4,2,1,2,-4.46428571428571,"Tigray, Tigray, Ethiopia",ET,ET53,149298,13.5,39.5,-620571,20231023000000,https://tesfanews.net/why-abiy-ahmed-threatening-ethiopias-red-sea-neighbors/
1135248111,20231023,20231023000000,042,042,04,1,3,1,3,-3.81861575178998,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20231023000000,https://www.nepalnational.com/news/274007572/operation-ajay-sixth-flight-with-143-passengers-including-two-nepalese-citizens-arrives-in-new-delhi
1135248117,20231023,20231023000000,020,020,02,1,2,1,2,-1.33155792276964,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20231023000000,https://www.redriverradio.org/2023-10-22/politics-chat-biden-appeals-to-congress-for-aid-awaits-new-house-speaker
1135248131,20231023,20231023000000,010,010,01,1,24,3,24,-0.719012787978302,Italy,IT,IT,,42.833333,12.833333,IT,20231023000000,https://www.maitlandmercury.com.au/story/8396018/new-clues-in-57-year-old-mystery/?cs=2641
1135248133,20231023,20231023000000,051,051,05,1,2,1,2,-4.64504820333041,"Milan, Lombardia, Italy",IT,IT09,18363,45.4667,9.2,-121726,20231023000000,https://www.curetoday.com/view/lumakras-plus-vectibix-improves-pfs-in-colorectal-cancer
1135248137,20231023,20231023000000,090,090,09,2,6,1,6,-2.12765957446809,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20231023000000,https://www.thedailybeast.com/sidney-powell-underwrote-and-oversaw-georgia-voting-machine-breach-report
1135248149,20231023,20231023000000,043,043,04,1,2,1,2,-1.54798761609907,Netherlands,NL,NL,,52.5,5.75,NL,20231023000000,https://www.offalyindependent.ie/2023/10/22/max-verstappen-defies-lewis-hamilton-to-edge-united-states-grand-prix-victory/
1135248160,20231023,20231023000000,042,042,04,1,8,1,8,1.66666666666667,Sweden,SW,SW,,62,15,SW,20231023000000,https://www.wrfalp.com/listen-the-swedish-hour-october-22-2023/
1135248167,20231023,20231023000000,022,022,02,1,4,1,4,-3.09777347531462,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20231023000000,https://news.yahoo.com/kentucky-governor-debate-5-big-231240803.html
1135248168,20231023,20231023000000,036,036,03,1,2,1,2,-5.31400966183575,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20231023000000,https://therealdeal.com/sanfrancisco/2023/10/22/san-franciscos-building-policies-can-create-nightmarish-obstacles/
1135248169,20231023,20231023000000,036,036,03,1,4,1,4,-1.35424091233072,"Capitol Hill, District of Columbia, United States",US,USDC,,38.889,-77.0003,529313,20231023000000,https://www.theepochtimes.com/us/what-to-expect-as-the-house-enters-third-week-without-a-speaker-5514814
1135248171,20231023,20231023000000,036,036,03,1,6,1,6,-0.947867298578201,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20231023000000,https://www.fox7austin.com/news/california-exodus-texas-florida-arizona
1135248186,20231023,20231023000000,043,043,04,1,4,1,4,-6.48148148148148,"Glen Ullin, North Dakota, United States",US,USND,,46.815,-101.83,1029133,20231023000000,https://www.grandforksherald.com/news/elgin-man-killed-when-pickup-rolls-over-in-creek-near-glen-ullin-north-dakota
1135248197,20231023,20231023000000,051,051,05,1,2,1,2,0.77922077922078,United States,US,US,,39.828175,-98.5795,US,20231023000000,https://fox2now.com/news/missouri/downtown-breast-cancer-walk-inspiring-those-battling-illness/
1135248201,20231023,20231023000000,060,060,06,2,2,1,2,1.73076923076923,"Port Melbourne, Victoria, Australia",AS,AS07,5411,-37.8333,144.933,-1595898,20231023000000,https://thenewdaily.com.au/news/national/2023/10/22/vegemite-100-years/
1135248205,20231023,20231023000000,110,110,11,3,16,4,16,-1.37741046831956,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20231023000000,https://www.kawc.org/npr-news/2023-10-22/house-speaker-race-widens-to-9-republicans-vying-for-nomination
1135248206,20231023,20231023000000,111,111,11,3,2,1,2,-5.6379821958457,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20231023000000,https://www.mymotherlode.com/news/national/3250170/search-for-suspect-in-fatal-shooting-of-maryland-judge-continues-for-a-fourth-day.html
1135248212,20231023,20231023000000,190,190,19,4,4,1,4,-8.42696629213483,"Travis County, Texas, United States",US,USTX,,30.3335,-97.8003,1384012,20231023000000,https://www.fox7austin.com/news/manor-construction-site-fatal-crash-texas-dps
1135248217,20231023,20231023000000,190,190,19,4,4,1,4,2.72727272727272,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,20231023000000,http://www.news9.com/story/65358466a357e8018c4d177b/toby-keith-announces-2-night-show-in-las-vegas
1135248218,20231023,20231023000000,190,190,19,4,22,4,22,-1.42602495543672,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20231023000000,https://news.yahoo.com/1-detained-allegedly-setting-items-183821981.html
1135248244,20231023,20231023000000,070,070,07,2,16,1,16,3.11418685121108,"Cessnock, New South Wales, Australia",AS,AS02,5096,-32.8321,151.356,-1565008,20231023000000,https://www.maitlandmercury.com.au/story/8395353/a-race-like-no-other-postie-bikes-grand-prix-hits-the-streets/?cs=171
1135248245,20231023,20231023000000,071,071,07,2,4,1,4,3.5181236673774,Australia,AS,AS,,-25,135,AS,20231023000000,https://indaily.com.au/news/business/2023/10/23/payday-superannuation-legislation/
1135248251,20231023,20231023000000,043,043,04,1,8,1,8,4.97737556561086,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20231023000000,https://www.miragenews.com/global-gps-converge-in-sydney-to-address-key-1108372/
1135248254,20231023,20231023000000,013,013,01,1,2,1,2,-4.95049504950496,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20231023000000,https://thenewdaily.com.au/news/state/wa/2023/10/23/warning-bushfire-threat-homes-perth/
1135248257,20231023,20231023000000,192,192,19,4,4,1,4,2.05811138014528,"Dubbo, New South Wales, Australia",AS,AS02,5096,-32.243,148.605,-1570695,20231023000000,https://www.stockjournal.com.au/story/8394230/processors-move-into-landlord-game-to-underpin-labour/?cs=4861
1135248258,20231023,20231023000000,010,010,01,1,4,1,4,-3.55805243445693,China,CH,CH,,35,105,CH,20231023000000,https://www.cbsnews.com/news/chinas-technology-theft-major-threat-fbi-head-warns-60-minutes/
1135248272,20231023,20231023000000,046,046,04,1,2,1,2,0.904977375565609,Australia,AS,AS,,-25,135,AS,20231023000000,https://indaily.com.au/news/business/people/2023/10/23/in-conversation-with-a-top-gun-in-the-defence-industry/
1135248273,20231023,20231023000000,010,010,01,1,4,1,4,1.05932203389831,"Zurich, ZüSZ, Switzerland",SZ,SZ25,26310,47.3667,8.55,-2554935,20231023000000,https://www.swissinfo.ch/eng/business/zurich-students-travel-australia-in-self-built-solar-car/48914194
1135248275,20231023,20231023000000,130,130,13,3,10,1,10,1.60427807486631,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,20231023000000,https://indaily.com.au/news/business/2023/10/23/winners-and-losers-whitebark-soars-as-oil-production-resumes-at-wizard-lake/
1135248278,20231023,20231023000000,130,130,13,3,10,1,10,0.85261875761267,"Willowbank, South Australia, Australia",AS,AS05,154707,-31.5751,137.661,11393389,20231023000000,https://indaily.com.au/news/business/2023/10/23/executive-appointments-south-australia-1/
1135248289,20231023,20231023000000,051,051,05,1,2,1,2,1.3550135501355,Australia,AS,AS,,-25,135,AS,20231023000000,https://www.miragenews.com/govt-applauds-critical-minerals-investment-for-1108400/
1135248292,20231023,20231023000000,015,015,01,1,20,2,20,-0.39398101898102,"Northern Territory, Northern Territory, Australia",AS,AS03,40197,-20,134,-1592100,20231023000000,https://thenewdaily.com.au/news/2023/10/22/indigenous-voice-campaign-response-no/
1135248301,20231023,20231023000000,010,010,01,1,10,1,10,1.53846153846153,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127,-716583,20231023000000,https://deadline.com/2023/10/manta-webcomics-ceo-appointment-travis-kim-1235580200/
1135248311,20231023,20231023000000,051,051,05,1,30,1,30,0,,,,,,,,20231023000000,https://www.bordermail.com.au/story/8396086/dairy-workers-poised-to-launch-more-strike-action/?cs=9681
1135248334,20231023,20231023000000,080,080,08,2,10,1,10,5.63380281690141,,,,,,,,20231023000000,https://international-adviser.com/investment-manager-alquity-buys-fund-platform/
1135248349,20231023,20231023000000,051,051,05,1,6,1,6,2.44274809160305,"Agege, Lagos, Nigeria",NI,NI05,191288,6.61426,3.32437,-1997850,20231023000000,https://pmnewsnigeria.com/2023/10/22/relief-as-fg-concludes-palliative-repairs-on-third-mainland-bridge/
1135248369,20231023,20231023000000,010,010,01,1,7,1,7,5.35211267605634,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20231023000000,http://www.chinadaily.com.cn/a/202310/23/WS6535ab4ca31090682a5ea05a.html
1135248378,20231023,20231023000000,130,130,13,3,16,2,16,-1.14641098730241,"Tianjin, Tianjin, China",CH,CH28,13279,39.1422,117.177,-1928564,20231023000000,https://thenewdaily.com.au/news/world/asia-news/2023/10/23/chinese-firms-using-endangered-animals/
1135248394,20231023,20231023000000,010,010,01,1,8,1,8,-0.75853350189634,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20231023000000,http://www.chinadaily.com.cn/a/202310/23/WS6535aaf0a31090682a5ea055_2.html
1135248414,20231023,20231023000000,010,010,01,1,28,4,28,-2.86385072847692,"Aberdeenshire, Aberdeenshire, United Kingdom",UK,UKT6,40171,57.1667,-2.66667,-2587759,20231023000000,https://www.oxfordmail.co.uk/news/national/23872121.first-minister-visit-flood-hit-brechin-clean-continues/
1135248422,20231023,20231023000000,050,050,05,1,6,1,6,-1.5993907083016,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20231023000000,https://www.cbsnews.com/news/american-released-from-iran-details-captivity-60-minutes/
1135248426,20231023,20231023000000,0874,087,08,2,5,1,5,-4.17310664605874,"San Marcos, Texas, United States",US,USTX,,29.8833,-97.9414,1375971,20231023000000,https://www.fox7austin.com/news/trump-train-biden-2020-campaign-san-marcos-settlement-fox-7-focus
1135248427,20231023,20231023000000,090,090,09,2,40,4,40,-5.28198618102844,,,,,,,,20231023000000,http://www.news9.com/story/6535abdc6423b20650fd819e/manhunt-underway-following-a-burglary-in-chandler
1135248430,20231023,20231023000000,090,090,09,2,3,1,3,-6.10328638497653,"Riverside County, California, United States",US,USCA,,33.7334,-116.051,277297,20231023000000,https://www.mymotherlode.com/news/state/3250189/man-faces-attempted-murder-charge-after-california-deputy-is-shot-during-hit-and-run-investigation.html
1135248441,20231023,20231023000000,090,090,09,2,10,1,10,-4.86111111111111,,,,,,,,20231023000000,https://news.yahoo.com/police-search-burglary-suspect-near-183531621.html
1135248444,20231023,20231023000000,141,141,14,3,10,1,10,-6.87022900763359,,,,,,,,20231023000000,https://www.jamaicaobserver.com/latest-news/update-three-19-y-o-fishermen-killed-in-rae-town/
1135248447,20231023,20231023000000,010,010,01,1,5,1,5,3.54838709677419,Jamaica,JM,JM,,18.25,-77.5,JM,20231023000000,https://www.jamaicaobserver.com/latest-news/independent-jas-electoral-review-committee-advances-reforms-for-agm-election-processes/
1135248454,20231023,20231023000000,010,010,01,1,16,1,16,-8.71794871794872,"Winter Haven, Florida, United States",US,USFL,,28.0222,-81.7329,293425,20231023000000,https://news.yahoo.com/florida-murder-suspect-caught-moving-213800455.html
1135248457,20231023,20231023000000,042,042,04,1,6,1,6,-1.2987012987013,"Orchard Park, New York, United States",US,USNY,,42.7676,-78.7439,959440,20231023000000,https://cbs6albany.com/news/local/large-police-presence-on-crane-street-in-schenectady
1135248468,20231023,20231023000000,173,173,17,4,8,1,8,-4.80928689883914,Mexico,MX,MX,,23,-102,MX,20231023000000,https://www.sierraleonetimes.com/news/274007556/venezuelans-now-largest-group-of-illegal-us-border-crossers
1135248475,20231023,20231023000000,171,171,17,4,4,1,4,-1.77121771217712,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20231023000000,https://www.thestar.com.my/news/focus/2023/10/23/from-cuba-to-war-via-whatsapp
1135248478,20231023,20231023000000,010,010,01,1,20,1,20,-0.902684186882295,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20231023000000,https://www.thelondoner.ca:443/news/local-news/engineering-event-for-girls-highlights-plastics
1135248499,20231023,20231023000000,010,010,01,1,5,1,5,-3.45454545454546,Australia,AS,AS,,-25,135,AS,20231023000000,https://www.stuff.co.nz/world/300994530/mysterious-mermaid-globster-washes-up-in-papua-new-guinea
1135248541,20231023,20231023000000,013,013,01,1,15,3,15,-1.31386861313869,"Glacier View, Washington, United States",US,USWA,,46.819,-121.953,1519992,20231023000000,https://cbs6albany.com/news/nation-world/2-washington-state-junior-high-school-students-expelled-for-bringing-guns-to-campus-firearms-public-safety-gun-control-metal-detectors-backpack
1135248550,20231023,20231023000000,120,120,12,3,30,1,30,1.40562248995984,,,,,,,,20231023000000,https://www.stockjournal.com.au/story/8388156/having-choices-important-when-building-career/?cs=28080
1135248584,20231023,20231023000000,042,042,04,1,1,1,1,0.72992700729927,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,20231023000000,https://www.miragenews.com/us-involvement-in-cairo-peace-summit-confirmed-1108377/
1135248630,20231023,20231023000000,010,010,01,1,2,1,2,-1.75438596491228,"Gabina, Amara, Ethiopia",ET,ET46,40807,11.9667,36.4333,-610554,20231023000000,https://amharic.voanews.com/a/7302122.html
1135248676,20231023,20231023000000,051,051,05,1,4,1,4,-4.24187725631769,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20231023000000,https://screenrant.com/every-sherlock-villain-ranked-worst-best/
1135248739,20231023,20231023000000,014,014,01,1,10,1,10,-1.62037037037037,"Masvingo, Masvingo, Zimbabwe",ZI,ZI08,40197,-20.0637,30.8277,-2315856,20231023000000,https://www.newsdzezimbabwe.co.uk/2023/10/govt-battles-to-curb-smuggling-of.html
1135248742,20231023,20231023000000,020,020,02,1,5,1,5,-0.53050397877984,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20231023000000,https://www.bostonherald.com/2023/10/22/masshealth-expecting-pretty-steep-uptick-in-disenrollments/
1135248774,20231023,20231023000000,172,172,17,4,10,1,10,-10.077519379845,"Maiduguri, Borno, Nigeria",NI,NI27,191040,11.8464,13.1603,-2018369,20231023000000,https://pmnewsnigeria.com/2023/10/22/borno-govt-bans-street-begging-loitering/
1135248793,20231023,20231023000000,010,010,01,1,2,1,2,-1.68776371308017,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20231023000000,https://pmnewsnigeria.com/2023/10/22/fake-nadeco-uncovered-in-u-s-to-discredit-tinubu/
1135248825,20231023,20231023000000,071,071,07,2,2,1,2,-0.72072072072073,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167,-1044367,20231023000000,https://www.japanherald.com/news/274007621/top-republican-lawmaker-backs-bidens-ukraine-aid-plan
1135248877,20231023,20231023000000,051,051,05,1,5,1,5,0.60975609756097,"Ayam, Indonesia (general), Indonesia",ID,ID00,18585,-2.66667,104.933,-2670862,20231023000000,https://www.theramenrater.com/2023/10/22/4631-jiwa-pagi-mi-instan-ayam-bawang-indonesia/
1135248882,20231023,20231023000000,1312,131,13,3,10,1,10,-4.24528301886792,Zimbabwe,ZI,ZI,,-19,29,ZI,20231023000000,https://www.herald.co.zw/anti-sanctions-day-a-re-engagement-product/
1135248945,20231023,20231023000000,090,090,09,2,4,1,4,-6.42857142857143,"Erbil, Liwa' Irbil, Iraq",IZ,IZ11,123554,36.1926,44.0106,-3106433,20231023000000,https://www.mymotherlode.com/news/middle-east/3250212/dispute-between-iraqi-military-and-kurdish-peshmerga-turns-deadly-killing-3.html
1135248961,20231023,20231023000000,030,030,03,1,10,1,10,-3.57615894039735,Germany,GM,GM,,51.5,10.5,GM,20231023000000,https://nypost.com/2023/10/22/reaction-to-hamas-massacre-shows-its-time-to-decolonize-the-campus/
1135249054,20231023,20231023000000,010,010,01,1,2,1,2,-2.4390243902439,Israel,IS,IS,,31.5,34.75,IS,20231023000000,https://www.1490wosh.com/news/rep-mccaul-cant-govern-without-speaker/
1135249199,20231023,20231023000000,051,051,05,1,3,1,3,-4.11568409343715,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20231023000000,https://www.washingtontimes.com/news/2023/oct/22/republicans-face-crowded-house-speaker-race-as-pol/
1135249203,20231023,20231023000000,042,042,04,1,2,1,2,1.4336917562724,Russia,RS,RS,,60,100,RS,20231023000000,https://www.japanherald.com/news/274007557/atp-roundup-ben-shelton-wins-japan-open-for-first-atp-title
1135249218,20231023,20231023000000,010,010,01,1,2,1,2,-2.48447204968944,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20231023000000,https://www.necn.com/news/local/man-wanted-in-connection-with-death-inside-gardner-home/3072990/
1135249229,20231023,20231023000000,160,160,16,4,2,1,2,1.36054421768707,South Korea,KS,KS,,37,127.5,KS,20231023000000,https://screenrant.com/han-solo-carbonite-before-return-of-the-jedi-lando-star-wars/
1135249289,20231023,20231023000000,084,084,08,2,40,4,40,1.4789456592336,,,,,,,,20231023000000,https://www.hot1033.com/news/olivia-rodrigo-to-release-guts-bonus-tracks-on-vinyl/
1135249295,20231023,20231023000000,075,075,07,2,6,2,6,-4.23173164911426,Antigua And Barbuda,AC,AC,,17.05,-61.8,AC,20231023000000,https://www.pressherald.com/2023/10/22/norma-downgraded-to-a-tropical-storm-in-mexico-as-hurricane-tammy-leaves-barbuda/
1135249309,20231023,20231023000000,010,010,01,1,10,1,10,-0.52083333333334,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20231023000000,https://www.greanvillepost.com/2023/10/22/navigating-towards-ruin-ray-mcgovern/
1135249323,20231023,20231023000000,012,012,01,1,10,1,10,-6.53266331658292,,,,,,,,20231023000000,https://www.miragenews.com/update3-fatal-crash-at-pine-creek-1108440/
1135249329,20231023,20231023000000,090,090,09,2,10,1,10,-1.28205128205128,Puerto Rico,RQ,RQ,,18.2359,-66.4838,RQ,20231023000000,https://www.fox7austin.com/news/us-coast-guard-launches-search-for-missing-fishing-vessel-and-crew-off-georgia-coast
1135249362,20231023,20231023000000,036,036,03,1,3,3,3,0.86455331412104,"Kaokoland, Namibia (general), Namibia",WA,WA00,22292,-18,13,-2582767,20231023000000,https://www.brisbanetimes.com.au/traveller/inspiration/10-days-three-lodges-three-countries-and-nature-s-wonders-20231010-p5eb1s.html
1135249375,20231023,20231023000000,010,010,01,1,2,1,2,-3.44827586206896,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20231023000000,https://pmnewsnigeria.com/2023/10/22/lagos-shuts-markets-within-trade-fair-complex-over-environmental-infractions/
1135249391,20231023,20231023000000,020,020,02,1,3,1,3,-0.86206896551724,"Titahi Bay, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.1,174.833,-1519780,20231023000000,https://wellington.scoop.co.nz/?p=156056
1135249542,20231023,20231023000000,090,090,09,2,10,1,10,-5.58139534883721,,,,,,,,20231023000000,https://www.theguardian.com/uk-news/2023/oct/23/conditions-at-manston-centre-for-asylum-seekers-unacceptable
1135249573,20231023,20231023000000,010,010,01,1,10,1,10,0,Singapore,SN,SN,,1.366667,103.8,SN,20231023000000,https://www.tradewindsnews.com/finance/ceo-set-to-leave-yangzijiang-s-singapore-listed-ship-leasing-arm/2-1-1539644
1135249614,20231023,20231023000000,051,051,05,1,10,1,10,8.82352941176469,Ukraine,UP,UP,,49,32,UP,20231023000000,https://www.setubalnarede.pt/hottest-regions-for-mail-order-brides-where-to/
1135249627,20231023,20231023000000,010,010,01,1,5,1,3,3.49127182044888,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20231023000000,https://therealdeal.com/sanfrancisco/2023/10/22/san-franciscos-vacant-to-vibrant-program-so-far-so-not-bad/
