globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1149157697,20240101,20240101000000,112,112,11,3,6,1,6,0,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,20240101000000,https://news.yahoo.com/lauren-boeberts-district-switch-could-225536317.html
1149157699,20240101,20240101000000,183,183,18,4,2,1,2,-9.43396226415094,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20240101000000,https://www.wsls.com/news/2023/12/31/michigan-home-explosion-heard-for-miles-kills-4-and-injures-2-police-say/
1149157701,20240101,20240101000000,190,190,19,4,10,1,10,-8.82352941176471,"Winston-Salem, North Carolina, United States",US,USNC,,36.0999,-80.2442,997498,20240101000000,https://news.yahoo.com/greensboro-officer-killed-while-confronting-215051371.html
1149157711,20240101,20240101000000,051,051,05,1,70,7,70,-0.975638364579161,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20240101000000,https://www.araratadvertiser.com.au/story/8472193/changes-to-vaping-superannuation-welfare-and-more-in-2024/?cs=9676
1149157741,20240101,20240101000000,036,036,03,1,14,7,14,-5.95818941259687,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,20240101000000,https://www.nvi.com.au/story/8473422/driver-charged-over-two-killed-in-truck-and-train-crash/?cs=9676
1149157770,20240101,20240101000000,074,074,07,2,10,1,10,-3.15682281059063,Bangladesh,BG,BG,,24,90,BG,20240101000000,https://www.eurasiareview.com/01012024-bangladesh-army-reluctant-of-election-deployment-oped/
1149157771,20240101,20240101000000,057,057,05,1,3,1,3,4.36507936507936,"Davao, Davao City, Philippines",RP,RPC3,24267,7.07306,125.613,-2424066,20240101000000,https://business.inquirer.net/439187/cebu-pacific-completes-aircraft-deliveries-for-2023
1149157776,20240101,20240101000000,130,130,13,3,10,1,10,-0.34246575342465,,,,,,,,20240101000000,https://www.eastbaytimes.com/2023/12/31/rain-expected-to-return-to-the-bay-area-tuesday-but-no-concerns-yet-about-flooding-or-high-surf/
1149157780,20240101,20240101000000,020,020,02,1,5,1,5,0.83565459610027,,,,,,,,20240101000000,https://www.shockya.com/news/2023/12/31/wall-street-whistleblower-wolf-of-wall-street-exposes-pelosis-stock-magic-are-the-cards-stacked-against-ordinary-investors/
1149157781,20240101,20240101000000,020,020,02,1,5,1,5,-9.02830910482022,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20240101000000,https://www.theblaze.com/columns/opinion/macintyre-the-gulag-comes-to-you
1149157784,20240101,20240101000000,040,040,04,1,10,1,10,-1.10375275938189,United States,US,US,,39.828175,-98.5795,US,20240101000000,https://929thelake.com/ixp/36/p/rayne-daiquiri-shop-finds-clever-way-around-sunday-alcohol-sales-ban-on-nye/
1149157785,20240101,20240101000000,070,070,07,2,5,1,5,4.5090909090909,"Tboli, South Cotabato, Philippines",RP,RP70,24271,6.2,124.833,-2457167,20240101000000,https://mb.com.ph/2023/12/31/get-to-know-the-tboli-town-that-has-successfully-sold-itself
1149157799,20240101,20240101000000,192,192,19,4,2,1,2,-4.57614403600901,United States,US,US,,39.828175,-98.5795,US,20240101000000,https://www.theblaze.com/columns/opinion/macintyre-bud-light-is-trapped-in-a-hell-of-its-own-making
1149157812,20240101,20240101000000,090,090,09,2,20,2,20,-2.48687055915972,Canada,CA,CA,,60,-96,CA,20240101000000,https://www.timescolonist.com/bc-news/edmonton-transit-passenger-critically-injured-after-falling-out-the-back-door-police-8043647
1149157815,20240101,20240101000000,020,020,02,1,2,2,2,0,"Helsinki, Eteläuomen Läi, Finland",FI,FI13,16230,60.1756,24.9342,-1364995,20240101000000,https://www.thompsoncitizen.net/national-news/quebec-city-looks-to-finlands-successful-approach-to-ending-homelessness-8043627
1149157822,20240101,20240101000000,051,051,05,1,10,1,10,-0.48465266558966,,,,,,,,20240101000000,https://www.pembrokeobserver.com/news/grandma-gail-takes-the-plunge-at-portsmouth-olympic-harbour
1149157828,20240101,20240101000000,040,040,04,1,2,1,2,-3.04878048780488,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20240101000000,https://www.wsls.com/news/2023/12/31/xi-says-china-will-surely-be-reunified-with-self-ruled-taiwan-in-new-years-address/
1149157861,20240101,20240101000000,020,020,02,1,20,1,10,-2.10526315789473,,,,,,,,20240101000000,https://cumbriacrack.com/2023/12/31/barrow-robbery-sparks-witness-appeal/
1149157864,20240101,20240101000000,090,090,09,2,25,3,25,-6.66800442116897,,,,,,,,20240101000000,https://cumbriacrack.com/2023/12/31/police-probe-christmas-eve-robbery-in-barrow/
1149157867,20240101,20240101000000,153,153,15,4,5,1,5,-4.80769230769231,,,,,,,,20240101000000,https://www.aol.co.uk/devastated-jack-grealish-says-burglary-215808233.html
1149157869,20240101,20240101000000,180,180,18,4,5,1,5,-3.03030303030303,,,,,,,,20240101000000,https://www.eyeonannapolis.net/2023/12/navigating-crime-trends-in-annapolis-and-anne-arundel-county-beyond-numbers-to-neighborhood-safety/
1149157873,20240101,20240101000000,193,193,19,4,20,2,20,-3.5613262230466,,,,,,,,20240101000000,https://www.journal-news.com/crime/man-arrested-after-swat-situation-in-franklin/FNDG3CKS45EETN5KOXKHIC6N5Y/
1149157877,20240101,20240101000000,190,190,19,4,22,2,22,-18.3365834842971,"Parramatta, New South Wales, Australia",AS,AS02,5066,-33.8167,151,-1594034,20240101000000,https://www.illawarramercury.com.au/story/8473412/police-raid-campbelltown-home-after-alleged-domestic-violence-attack/?cs=2568
1149157880,20240101,20240101000000,173,173,17,4,10,1,10,-5.76158940397351,"Washington, United States",US,USWA,,47.3917,-121.571,WA,20240101000000,https://www.theblaze.com/columns/opinion/macintyre-the-bottom-of-the-slippery-slope
1149157913,20240101,20240101000000,060,060,06,2,12,3,12,1.0533488177816,Australia,AS,AS,,-25,135,AS,20240101000000,https://www.nvi.com.au/story/8473406/2024-kia-seltos-gt-line-16t-awd-review/?cs=34616
1149157922,20240101,20240101000000,014,014,01,1,7,1,7,1.94300518134715,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20240101000000,https://news.yahoo.com/questions-iowa-republican-caucus-answered-224643157.html
1149157924,20240101,20240101000000,040,040,04,1,20,2,20,-5.02679187224786,,,,,,,,20240101000000,https://news.yahoo.com/community-shocked-deadly-shooting-killed-223022244.html
1149157926,20240101,20240101000000,051,051,05,1,10,1,10,3.16205533596838,,,,,,,,20240101000000,https://www.vernonmorningstar.com/news/heres-what-is-happening-on-new-years-eve-in-the-south-okanagan-7291395
1149157930,20240101,20240101000000,014,014,01,1,12,1,6,-3.95480225988701,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,20240101000000,https://hotair.com/headlines/2023/12/31/ballot-banishing-and-our-new-left-wing-confederates-n601925
1149157946,20240101,20240101000000,051,051,05,1,4,2,4,-6.32911392405063,"Praia Da Luz, Faro, Portugal",PO,PO09,24764,37.0833,-8.73333,-2168298,20240101000000,https://www.aol.co.uk/search-madeleine-mccann-eventually-yield-210449313.html
1149157981,20240101,20240101000000,010,010,01,1,12,2,12,1.71394799054373,Denmark,DA,DA,,56,10,DA,20240101000000,https://news.yahoo.com/queen-denmark-europe-longest-reining-224158342.html
1149158003,20240101,20240101000000,0831,083,08,2,10,1,10,2.83018867924529,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20240101000000,https://www.kunm.org/npr-news/2023-12-31/denmarks-queen-margrethe-ii-to-step-down-on-jan-14-after-50-years-on-the-throne
1149158032,20240101,20240101000000,012,012,01,1,10,1,10,-1.35135135135136,,,,,,,,20240101000000,https://www.theunionjournal.com/chief-justice-roberts-sees-promise-and-danger-of-a-i-in-the-courts/
1149158075,20240101,20240101000000,020,020,02,1,5,1,5,3.11804008908686,Spain,SP,SP,,40,-4,SP,20240101000000,https://www.apartmenttherapy.com/best-free-language-learning-apps-37360748
1149158081,20240101,20240101000000,042,042,04,1,8,1,8,-0.94637223974763,"Fota, Jiangsu, China",CH,CH04,13153,32.8446,119.491,11430265,20240101000000,https://www.theportugalnews.com/news/2023-12-31/langur-monkey-born-in-fota-wildlife/84600
1149158129,20240101,20240101000000,010,010,01,1,5,1,5,-2.10403272939801,Italy,IT,IT,,42.833333,12.833333,IT,20240101000000,https://www.eurasiareview.com/01012024-pakistan-election-2024-will-be-meaningless-if-future-of-democracy-remains-in-limbo-in-country-oped/
1149158134,20240101,20240101000000,020,020,02,1,5,1,5,0,,,,,,,,20240101000000,https://fox4beaumont.com/news/fireworks-cause-minor-brush-fire-in-hardin-county
1149158136,20240101,20240101000000,020,020,02,1,10,1,10,-10.5263157894737,"Sacramento County, California, United States",US,USCA,,38.4666,-121.318,277298,20240101000000,https://abcnews.go.com/US/10-year-california-charged-alleged-murder-10-year/story?id=106023957
1149158138,20240101,20240101000000,036,036,03,1,10,1,10,7.35294117647059,,,,,,,,20240101000000,https://events.qns.com/event/3-kings-celebration/
1149158145,20240101,20240101000000,110,110,11,3,5,1,5,-4.07079646017699,United States,US,US,,39.828175,-98.5795,US,20240101000000,https://www.theblaze.com/columns/opinion/macintyre-target-blames-extremism-to-avoid-bud-lights-fate
1149158167,20240101,20240101000000,070,070,07,2,10,1,10,10.4283054003724,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,20240101000000,https://www.modernghana.com/news/1282921/a-legacy-of-success-prince-sadat-change-makers.html
1149158168,20240101,20240101000000,111,111,11,3,5,1,5,-6.48648648648649,Ghana,GH,GH,,8,-2,GH,20240101000000,https://www.herald.co.zw/ghana-parly-passes-flat-5pc-tax-on-commercial-properties/
1149158191,20240101,20240101000000,020,020,02,1,8,1,8,-3.01318267419962,Pakistan,PK,PK,,30,70,PK,20240101000000,https://news.yahoo.com/watch-nye-celebrations-roll-across-213517723.html
1149158364,20240101,20240101000000,020,020,02,1,6,1,6,0,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240101000000,https://www.channelnewsasia.com/business/us-supreme-courts-roberts-urges-caution-ai-reshapes-legal-field-4019266
1149158365,20240101,20240101000000,020,020,02,1,16,2,16,-0.341530054644806,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20240101000000,https://news.yahoo.com/us-supreme-courts-roberts-urges-230402150.html
1149158371,20240101,20240101000000,051,051,05,1,5,1,5,-1.77777777777778,,,,,,,,20240101000000,https://news.yahoo.com/roberts-warns-ai-dehumanizing-law-230221011.html
1149158375,20240101,20240101000000,130,130,13,3,10,1,10,-0.54644808743169,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20240101000000,https://www.marketscreener.com/business-leaders/JOHN-ROBERTS-6685/news/US-Supreme-Court-s-Roberts-urges-caution-as-AI-reshapes-legal-field-45653955/
1149158445,20240101,20240101000000,180,180,18,4,10,1,10,-1.6750418760469,Iraq,IZ,IZ,,33,44,IZ,20240101000000,https://www.defensenews.com/news/your-marine-corps/2023/12/31/new-in-2024-testing-in-to-decide-future-of-new-marine-landing-ship/
1149158446,20240101,20240101000000,190,190,19,4,10,1,10,-4.24710424710425,Yemen,YM,YM,,15.5,47.5,YM,20240101000000,https://news.yahoo.com/white-house-says-not-seeking-225006449.html
1149158475,20240101,20240101000000,010,010,01,1,10,1,10,-7.76470588235291,,,,,,,,20240101000000,https://www.shockya.com/news/2023/12/31/globalist-tech-giant-unveils-sinister-plan-to-predict-misinformation-the-jd-rucker-show-exposes-disturbing-details/
1149158556,20240101,20240101000000,185,185,18,4,5,1,5,-5.67200986436498,Ukraine,UP,UP,,49,32,UP,20240101000000,https://www.eurasiareview.com/01012024-the-world-neither-learnt-nor-forgot-anything-in-2023-oped/
1149158684,20240101,20240101000000,010,010,01,1,2,1,2,5.36585365853659,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20240101000000,https://www.theautochannel.com/news/2023/12/30/1322696-luxury-vehicle-condos-coming-to-maine.html
1149158717,20240101,20240101000000,051,051,05,1,12,3,12,5.93220338983051,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,20240101000000,https://www.wksm.com/news/billy-gibbons-rick-nielsen-to-be-honored-at-2024-vegas-rocks-awards/
1149158778,20240101,20240101000000,190,190,19,4,8,1,8,1.19617224880383,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20240101000000,https://www.michiganradio.org/economy/2023-12-31/2024-will-bring-boost-in-state-minimum-wage-to-10-33
1149158869,20240101,20240101000000,030,030,03,1,10,1,10,3.26530612244898,"San Sebastian, Pais Vasco, Spain",SP,SP59,25825,43.3136,-1.98186,-401497,20240101000000,https://www.watoday.com.au/traveller/inspiration/this-dish-won-t-win-any-michelin-stars-but-its-simple-flavours-shine-20230418-p5d1d5.html
1149159091,20230101,20240101001500,036,036,03,1,2,1,2,-2.80305788132508,"But Hana, Queensland, Australia",AS,AS04,5230,-26.9667,144.917,-1563301,20240101001500,https://newswire.co.nz/2012/03/blanket-mans-back-story-reaching-the-streets/
1149159095,20230101,20240101001500,030,030,03,1,5,1,5,-0.34364261168385,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20240101001500,https://www.newsbusters.org/blogs/nb/jorge-bonilla/2023/12/31/scott-jennings-savages-biden-stuns-cnnsotu-panel-nervous-laughter
1149159102,20231225,20240101001500,190,190,19,4,2,1,2,-12.8787878787879,United Kingdom,UK,UK,,54,-4,UK,20240101001500,https://news.yahoo.com/colorado-springs-mother-accused-killing-224600330.html
1149159107,20240101,20240101001500,0841,084,08,2,6,1,6,-6.13636363636364,"Kwazulu, Eastern Cape, South Africa",SF,SF05,77353,-31.2895,29.4551,-1250484,20240101001500,https://www.citizen.co.za/news/south-africa/weather/seven-year-old-boy-drowns-after-being-swept-away-in-enembe-river/
1149159108,20240101,20240101001500,173,173,17,4,24,1,4,-10.1726263871764,"Cessnock, New South Wales, Australia",AS,AS02,5096,-32.8321,151.356,-1565008,20240101001500,https://www.greatlakesadvocate.com.au/story/8472047/remorseless-killers-rapists-highlight-biggest-court-cases-of-2023/?cs=305
1149159109,20240101,20240101001500,173,173,17,4,24,1,4,-10.2959309494452,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,20240101001500,https://www.camdencourier.com.au/story/8472047/remorseless-killers-rapists-highlight-biggest-court-cases-of-2023/?cs=305
1149159110,20240101,20240101001500,042,042,04,1,10,1,10,-0.5231037489102,Russia,RS,RS,,60,100,RS,20240101001500,https://www.herald.co.zw/10-free-clinics-for-disabled-war-vets/
1149159111,20240101,20240101001500,043,043,04,1,5,1,5,6.31768953068592,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20240101001500,https://theinvestor.vn/vietnam-livestock-market-resilient-highly-entrepreneurial-cargill-exec-d7905.html
1149159112,20240101,20240101001500,061,061,06,2,5,1,5,-1.58730158730159,"Zvezda, Novgorodskaya Oblast', Russia",RS,RS52,25106,57.9665,32.7679,10593013,20240101001500,https://worldoil.com/news/2023/12/31/russia-begins-production-from-arctic-lng-2-project-despite-u-s-sanctions/
1149159113,20240101,20240101001500,173,173,17,4,1,1,1,-11.25,"China Spring Youth Camp, Nevada, United States",US,USNV,,38.8221,-119.661,863028,20240101001500,https://carsonnow.org/?page=4&form_build_id=form-JuBAA97Ta2RrKB6sXG7H7YO_VaQ_e0iD0xnML0664HE&form_id=search_theme_form&op=Search&search_theme_form=Waste%20management
1149159114,20240101,20240101001500,046,046,04,1,3,1,3,-0.9478672985782,"Taiwan Strait, Taiwan (general), Taiwan",TW,TW00,,24,119,-2637942,20240101001500,https://www.newser.com/story/344518/xi-uniting-with-taiwan-is-a-historical-inevitability.html
1149159116,20240101,20240101001500,036,036,03,1,10,1,10,-1.33333333333333,"Carson Mall, Nevada, United States",US,USNV,,39.156,-119.766,848167,20240101001500,https://carsonnow.org/?page=8&form_build_id=form-JuBAA97Ta2RrKB6sXG7H7YO_VaQ_e0iD0xnML0664HE&form_id=search_theme_form&op=Search&search_theme_form=Waste%20management
1149159118,20240101,20240101001500,042,042,04,1,2,1,2,4.8780487804878,"Silver Springs, Nevada, United States",US,USNV,,39.4155,-119.225,858187,20240101001500,https://carsonnow.org/?page=5&form_build_id=form-JuBAA97Ta2RrKB6sXG7H7YO_VaQ_e0iD0xnML0664HE&form_id=search_theme_form&op=Search&search_theme_form=Waste%20management
1149159119,20240101,20240101001500,042,042,04,1,5,1,5,2.58126195028681,"California, United States",US,USCA,,36.17,-119.746,CA,20240101001500,https://www.forbes.com/sites/ronaberg/2023/12/31/travel-that-makes-a-difference-giving-back-where-kindness-counts/
1149159122,20240101,20240101001500,051,051,05,1,6,1,6,-2.88808664259928,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20240101001500,https://www.bignewsnetwork.com/news/274081524/pope-francis-tells-rome-get-ready-before-2025-holy-year
1149159130,20240101,20240101001500,0841,084,08,2,4,1,4,2.12121212121212,"Copenhagen, Køavn*, Denmark",DA,DA05,15213,55.6667,12.5833,-2745636,20240101001500,https://www.nbcwashington.com/news/national-international/denmarks-queen-margrethe-ii-to-step-down-from-throne-on-jan-14/3504421/
1149159139,20240101,20240101001500,043,043,04,1,10,1,10,-2.11267605633803,,,,,,,,20240101001500,https://www.bournemouthecho.co.uk/news/24020374.charminster-road-crash-three-people-taken-hospital/
1149159140,20240101,20240101001500,046,046,04,1,5,1,5,0.99304865938431,New Zealand,NZ,NZ,,-42,174,NZ,20240101001500,https://newswire.co.nz/2011/06/new-zealands-fire-service-is-looking-for-a-few-good-women/
