feature,importance,fold_id,horizon,model_name
num__fao_cereals_index_yoy_above90,0.0,1,7,model5_xgboost_tuned
num__fao_cereals_index_yoy_lag1m,0.013303827,1,7,model5_xgboost_tuned
num__fao_cereals_index_yoy_lag3m,0.015034887,1,7,model5_xgboost_tuned
num__fao_cereals_index_yoy_lag6m,0.013567615,1,7,model5_xgboost_tuned
num__fao_food_index_yoy_lag1m,0.015119802,1,7,model5_xgboost_tuned
num__fao_food_index_yoy_lag3m,0.0079869395,1,7,model5_xgboost_tuned
num__fao_cereals_yoy_x_instability,0.009868172,1,7,model5_xgboost_tuned
num__fao_food_yoy_x_youth_unemp,0.0095238,1,7,model5_xgboost_tuned
num__gta_harmful_events,0.005215351,1,7,model5_xgboost_tuned
num__gta_harmful_events_z,0.012313764,1,7,model5_xgboost_tuned
num__gta_liberalising_events,0.0,1,7,model5_xgboost_tuned
num__gta_liberalising_events_z,0.008862779,1,7,model5_xgboost_tuned
num__gta_30d_count,0.004588909,1,7,model5_xgboost_tuned
num__gta_30d_count_z,0.0064096972,1,7,model5_xgboost_tuned
num__gta_90d_count,0.0073690866,1,7,model5_xgboost_tuned
num__gta_90d_count_z,0.007627865,1,7,model5_xgboost_tuned
num__fx_pct_7d,0.0063638855,1,7,model6_xgb_nolag
num__fx_pct_30d,0.0056104986,1,7,model6_xgb_nolag
num__fx_pct_90d,0.0076172426,1,7,model6_xgb_nolag
num__fx_vol_7d,0.027348733,1,7,model6_xgb_nolag
num__fx_vol_30d,0.015361709,1,7,model6_xgb_nolag
num__oil_brent_pct_14d,0.02701525,1,7,model6_xgb_nolag
num__oil_brent_pct_30d,0.013835139,1,7,model6_xgb_nolag
num__yield_us10y,0.01673474,1,7,model6_xgb_nolag
num__fx_pct_30d_z,0.0036077262,1,7,model6_xgb_nolag
num__fx_vol_30d_z,0.013846989,1,7,model6_xgb_nolag
num__oil_brent_pct_30d_z,0.06675549,1,7,model6_xgb_nolag
num__gdp_growth,0.013463083,1,7,model6_xgb_nolag
num__gdp_per_capita_growth,0.016355375,1,7,model6_xgb_nolag
num__inflation_cpi_yoy,0.022012407,1,7,model6_xgb_nolag
num__unemployment_total,0.038311157,1,7,model6_xgb_nolag
num__unemployment_youth,0.017341327,1,7,model6_xgb_nolag
num__unemployment_sa,0.019564953,1,7,model6_xgb_nolag
num__unemployment_sa_z,0.0076222406,1,7,model6_xgb_nolag
num__unemployment_rate,0.022329642,1,7,model6_xgb_nolag
num__unemployment_rate_z,0.009055698,1,7,model6_xgb_nolag
num__earnings_monthly,0.0092502115,1,7,model6_xgb_nolag
num__earnings_monthly_z,0.00678151,1,7,model6_xgb_nolag
num__political_stability_est,0.06809947,1,7,model6_xgb_nolag
num__voice_accountability_est,0.0462101,1,7,model6_xgb_nolag
num__government_effectiveness_est,0.0506473,1,7,model6_xgb_nolag
num__rule_of_law_est,0.0533374,1,7,model6_xgb_nolag
num__fx_pct_30d_x_instability,0.0,1,7,model6_xgb_nolag
num__oil_brent_pct_30d_x_inflation,0.009904875,1,7,model6_xgb_nolag
num__economic_stress_index,0.0077301236,1,7,model6_xgb_nolag
num__economic_stress_index_z,0.0131817125,1,7,model6_xgb_nolag
num__labour_conflict_index,0.0,1,7,model6_xgb_nolag
num__labour_conflict_index_z,0.025614373,1,7,model6_xgb_nolag
num__protest_mobilisation_index,0.019825717,1,7,model6_xgb_nolag
num__protest_mobilisation_index_z,0.019304711,1,7,model6_xgb_nolag
num__food_cpi_inflation,0.015921993,1,7,model6_xgb_nolag
num__food_cpi_inflation_z,0.009636832,1,7,model6_xgb_nolag
num__energy_cpi_inflation,0.013604264,1,7,model6_xgb_nolag
num__energy_cpi_inflation_z,0.011933631,1,7,model6_xgb_nolag
num__month_sin,0.010944603,1,7,model6_xgb_nolag
num__month_cos,0.014465353,1,7,model6_xgb_nolag
num__fao_food_index_yoy,0.008320479,1,7,model6_xgb_nolag
num__fao_cereals_index_yoy,0.008267341,1,7,model6_xgb_nolag
num__fao_oils_index_yoy,0.018711036,1,7,model6_xgb_nolag
num__fao_food_index_yoy_above90,0.008511616,1,7,model6_xgb_nolag
num__fao_cereals_index_yoy_above90,0.0,1,7,model6_xgb_nolag
num__fao_cereals_index_yoy_lag1m,0.020158693,1,7,model6_xgb_nolag
num__fao_cereals_index_yoy_lag3m,0.0208081,1,7,model6_xgb_nolag
num__fao_cereals_index_yoy_lag6m,0.0066511957,1,7,model6_xgb_nolag
num__fao_food_index_yoy_lag1m,0.018566892,1,7,model6_xgb_nolag
num__fao_food_index_yoy_lag3m,0.014657468,1,7,model6_xgb_nolag
num__fao_cereals_yoy_x_instability,0.009448082,1,7,model6_xgb_nolag
num__fao_food_yoy_x_youth_unemp,0.011734014,1,7,model6_xgb_nolag
num__gta_harmful_events,0.003054536,1,7,model6_xgb_nolag
num__gta_harmful_events_z,0.008450392,1,7,model6_xgb_nolag
num__gta_liberalising_events,0.0,1,7,model6_xgb_nolag
num__gta_liberalising_events_z,0.006191399,1,7,model6_xgb_nolag
num__gta_30d_count,0.01587466,1,7,model6_xgb_nolag
num__gta_30d_count_z,0.007078767,1,7,model6_xgb_nolag
num__gta_90d_count,0.032130897,1,7,model6_xgb_nolag
num__gta_90d_count_z,0.0048370096,1,7,model6_xgb_nolag
num__acled_7d_lag,0.40078357,1,7,model5_income_group
num__acled_28d_lag,0.42934623,1,7,model5_income_group
num__riot_7d_lag,0.0,1,7,model5_income_group
num__riot_28d_lag,0.0,1,7,model5_income_group
num__violence_7d_lag,0.0,1,7,model5_income_group
num__violence_28d_lag,0.0,1,7,model5_income_group
num__protest_fat_7d_lag,0.0,1,7,model5_income_group
num__protest_fat_28d_lag,0.0,1,7,model5_income_group
num__fx_pct_7d,0.0,1,7,model5_income_group
num__fx_pct_30d,0.0,1,7,model5_income_group
num__fx_pct_90d,0.0,1,7,model5_income_group
num__fx_vol_7d,0.0,1,7,model5_income_group
num__fx_vol_30d,0.0,1,7,model5_income_group
num__oil_brent_pct_14d,0.0,1,7,model5_income_group
num__oil_brent_pct_30d,0.0,1,7,model5_income_group
num__yield_us10y,0.0,1,7,model5_income_group
num__fx_pct_30d_z,0.0,1,7,model5_income_group
num__fx_vol_30d_z,0.0,1,7,model5_income_group
num__oil_brent_pct_30d_z,0.0,1,7,model5_income_group
num__gdp_growth,0.0,1,7,model5_income_group
num__gdp_per_capita_growth,0.0072213085,1,7,model5_income_group
num__inflation_cpi_yoy,0.0,1,7,model5_income_group
num__unemployment_total,0.012303076,1,7,model5_income_group
num__unemployment_youth,0.0,1,7,model5_income_group
num__unemployment_sa,0.01287213,1,7,model5_income_group
num__unemployment_sa_z,0.0,1,7,model5_income_group
num__unemployment_rate,0.0,1,7,model5_income_group
num__unemployment_rate_z,0.006687879,1,7,model5_income_group
num__earnings_monthly,0.0,1,7,model5_income_group
num__earnings_monthly_z,0.0,1,7,model5_income_group
num__political_stability_est,0.0,1,7,model5_income_group
num__voice_accountability_est,0.0,1,7,model5_income_group
num__government_effectiveness_est,0.0,1,7,model5_income_group
num__rule_of_law_est,0.0,1,7,model5_income_group
num__fx_pct_30d_x_instability,0.0,1,7,model5_income_group
num__oil_brent_pct_30d_x_inflation,0.0,1,7,model5_income_group
num__economic_stress_index,0.0,1,7,model5_income_group
num__economic_stress_index_z,0.0,1,7,model5_income_group
num__labour_conflict_index,0.0,1,7,model5_income_group
num__labour_conflict_index_z,0.0,1,7,model5_income_group
num__protest_mobilisation_index,0.0,1,7,model5_income_group
num__protest_mobilisation_index_z,0.0,1,7,model5_income_group
num__food_cpi_inflation,0.0,1,7,model5_income_group
num__food_cpi_inflation_z,0.0,1,7,model5_income_group
num__energy_cpi_inflation,0.009377851,1,7,model5_income_group
num__energy_cpi_inflation_z,0.014600897,1,7,model5_income_group
num__month_sin,0.0,1,7,model5_income_group
num__month_cos,0.035984024,1,7,model5_income_group
num__fao_food_index_yoy,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy,0.0,1,7,model5_income_group
num__fao_oils_index_yoy,0.041824766,1,7,model5_income_group
num__fao_food_index_yoy_above90,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_above90,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_lag1m,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_lag3m,0.009534485,1,7,model5_income_group
num__fao_cereals_index_yoy_lag6m,0.0,1,7,model5_income_group
num__fao_food_index_yoy_lag1m,0.0,1,7,model5_income_group
num__fao_food_index_yoy_lag3m,0.0,1,7,model5_income_group
num__fao_cereals_yoy_x_instability,0.0,1,7,model5_income_group
num__fao_food_yoy_x_youth_unemp,0.0,1,7,model5_income_group
num__gta_harmful_events,0.0,1,7,model5_income_group
num__gta_harmful_events_z,0.0,1,7,model5_income_group
num__gta_liberalising_events,0.0,1,7,model5_income_group
num__gta_liberalising_events_z,0.010416888,1,7,model5_income_group
num__gta_30d_count,0.0,1,7,model5_income_group
num__gta_30d_count_z,0.0,1,7,model5_income_group
num__gta_90d_count,0.0,1,7,model5_income_group
num__gta_90d_count_z,0.009046895,1,7,model5_income_group
num__acled_7d_lag,0.020239143,1,7,model5_income_group
num__acled_28d_lag,0.08606431,1,7,model5_income_group
num__riot_7d_lag,0.019034892,1,7,model5_income_group
num__riot_28d_lag,0.011130202,1,7,model5_income_group
num__violence_7d_lag,0.020731188,1,7,model5_income_group
num__violence_28d_lag,0.014481835,1,7,model5_income_group
num__protest_fat_7d_lag,0.0,1,7,model5_income_group
num__protest_fat_28d_lag,0.0016779106,1,7,model5_income_group
num__fx_pct_7d,0.0025862267,1,7,model5_income_group
num__fx_pct_30d,0.014320809,1,7,model5_income_group
num__fx_pct_90d,0.009082566,1,7,model5_income_group
num__fx_vol_7d,0.0073673422,1,7,model5_income_group
num__fx_vol_30d,0.011720358,1,7,model5_income_group
num__oil_brent_pct_14d,0.012906851,1,7,model5_income_group
num__oil_brent_pct_30d,0.0038015926,1,7,model5_income_group
num__yield_us10y,0.013552522,1,7,model5_income_group
num__fx_pct_30d_z,0.010816274,1,7,model5_income_group
num__fx_vol_30d_z,0.0068952786,1,7,model5_income_group
num__oil_brent_pct_30d_z,0.0031447136,1,7,model5_income_group
num__gdp_growth,0.0,1,7,model5_income_group
num__gdp_per_capita_growth,0.018749673,1,7,model5_income_group
num__inflation_cpi_yoy,0.012648513,1,7,model5_income_group
num__unemployment_total,0.0057973787,1,7,model5_income_group
num__unemployment_youth,0.027748538,1,7,model5_income_group
num__unemployment_sa,0.015986303,1,7,model5_income_group
num__unemployment_sa_z,0.02079482,1,7,model5_income_group
num__unemployment_rate,0.009815659,1,7,model5_income_group
num__unemployment_rate_z,0.009466482,1,7,model5_income_group
num__political_stability_est,0.0,1,7,model5_income_group
num__voice_accountability_est,0.06348116,1,7,model5_income_group
num__government_effectiveness_est,0.020125812,1,7,model5_income_group
num__rule_of_law_est,0.025210064,1,7,model5_income_group
num__fx_pct_30d_x_instability,0.011419429,1,7,model5_income_group
num__oil_brent_pct_30d_x_inflation,0.0056198067,1,7,model5_income_group
num__economic_stress_index,0.008773944,1,7,model5_income_group
num__economic_stress_index_z,0.008889942,1,7,model5_income_group
num__labour_conflict_index,0.0,1,7,model5_income_group
num__labour_conflict_index_z,0.043840624,1,7,model5_income_group
num__protest_mobilisation_index,0.0,1,7,model5_income_group
num__protest_mobilisation_index_z,0.019799048,1,7,model5_income_group
num__food_cpi_inflation,0.039871022,1,7,model5_income_group
num__food_cpi_inflation_z,0.012575121,1,7,model5_income_group
num__energy_cpi_inflation,0.016009293,1,7,model5_income_group
num__energy_cpi_inflation_z,0.013558349,1,7,model5_income_group
num__month_sin,0.0,1,7,model5_income_group
num__month_cos,0.025924664,1,7,model5_income_group
num__fao_food_index_yoy,0.020826416,1,7,model5_income_group
num__fao_cereals_index_yoy,0.011115578,1,7,model5_income_group
num__fao_oils_index_yoy,0.016144706,1,7,model5_income_group
num__fao_food_index_yoy_above90,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_above90,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_lag1m,0.029140301,1,7,model5_income_group
num__fao_cereals_index_yoy_lag3m,0.012211874,1,7,model5_income_group
num__fao_cereals_index_yoy_lag6m,0.011456099,1,7,model5_income_group
num__fao_food_index_yoy_lag1m,0.022144428,1,7,model5_income_group
num__fao_food_index_yoy_lag3m,0.049246162,1,7,model5_income_group
num__fao_cereals_yoy_x_instability,0.021501409,1,7,model5_income_group
num__fao_food_yoy_x_youth_unemp,0.029635964,1,7,model5_income_group
num__gta_harmful_events,0.0,1,7,model5_income_group
num__gta_harmful_events_z,0.011503466,1,7,model5_income_group
num__gta_liberalising_events,0.0,1,7,model5_income_group
num__gta_liberalising_events_z,0.020365741,1,7,model5_income_group
num__gta_30d_count,0.0061884522,1,7,model5_income_group
num__gta_30d_count_z,0.008309382,1,7,model5_income_group
num__gta_90d_count,0.015049925,1,7,model5_income_group
num__gta_90d_count_z,0.009500501,1,7,model5_income_group
num__acled_7d_lag,0.16620307,1,7,model5_income_group
num__acled_28d_lag,0.22704042,1,7,model5_income_group
num__riot_7d_lag,0.0,1,7,model5_income_group
num__riot_28d_lag,0.088861085,1,7,model5_income_group
num__violence_7d_lag,0.010161378,1,7,model5_income_group
num__violence_28d_lag,0.0,1,7,model5_income_group
num__protest_fat_7d_lag,0.0,1,7,model5_income_group
num__protest_fat_28d_lag,0.037737958,1,7,model5_income_group
num__fx_pct_7d,0.0,1,7,model5_income_group
num__fx_pct_30d,0.0,1,7,model5_income_group
num__fx_pct_90d,0.0048787766,1,7,model5_income_group
num__fx_vol_7d,0.0,1,7,model5_income_group
num__fx_vol_30d,0.00957121,1,7,model5_income_group
num__oil_brent_pct_14d,0.003936075,1,7,model5_income_group
num__oil_brent_pct_30d,0.018651323,1,7,model5_income_group
num__yield_us10y,0.0,1,7,model5_income_group
num__fx_pct_30d_z,0.027753633,1,7,model5_income_group
num__fx_vol_30d_z,0.0,1,7,model5_income_group
num__oil_brent_pct_30d_z,0.0,1,7,model5_income_group
num__gdp_growth,0.0,1,7,model5_income_group
num__gdp_per_capita_growth,0.027030349,1,7,model5_income_group
num__inflation_cpi_yoy,0.0,1,7,model5_income_group
num__unemployment_total,0.033942237,1,7,model5_income_group
num__unemployment_youth,0.0,1,7,model5_income_group
num__unemployment_sa,0.0,1,7,model5_income_group
num__unemployment_sa_z,0.025034264,1,7,model5_income_group
num__unemployment_rate,0.024136385,1,7,model5_income_group
num__unemployment_rate_z,0.0,1,7,model5_income_group
num__earnings_monthly,0.023101801,1,7,model5_income_group
num__earnings_monthly_z,0.0,1,7,model5_income_group
num__political_stability_est,0.0,1,7,model5_income_group
num__voice_accountability_est,0.0,1,7,model5_income_group
num__government_effectiveness_est,0.0,1,7,model5_income_group
num__rule_of_law_est,0.0,1,7,model5_income_group
num__fx_pct_30d_x_instability,0.004030165,1,7,model5_income_group
num__oil_brent_pct_30d_x_inflation,0.011535584,1,7,model5_income_group
num__economic_stress_index,0.011007427,1,7,model5_income_group
num__economic_stress_index_z,0.016672516,1,7,model5_income_group
num__labour_conflict_index,0.014750454,1,7,model5_income_group
num__labour_conflict_index_z,0.03304183,1,7,model5_income_group
num__protest_mobilisation_index,0.0,1,7,model5_income_group
num__protest_mobilisation_index_z,0.016411167,1,7,model5_income_group
num__food_cpi_inflation,0.0,1,7,model5_income_group
num__food_cpi_inflation_z,0.0,1,7,model5_income_group
num__energy_cpi_inflation,0.0,1,7,model5_income_group
num__energy_cpi_inflation_z,0.008001354,1,7,model5_income_group
num__month_sin,0.0,1,7,model5_income_group
num__month_cos,0.0,1,7,model5_income_group
num__fao_food_index_yoy,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy,0.0,1,7,model5_income_group
num__fao_oils_index_yoy,0.0,1,7,model5_income_group
num__fao_food_index_yoy_above90,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_above90,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_lag1m,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_lag3m,0.0,1,7,model5_income_group
num__fao_cereals_index_yoy_lag6m,0.0,1,7,model5_income_group
num__fao_food_index_yoy_lag1m,0.01623887,1,7,model5_income_group
num__fao_food_index_yoy_lag3m,0.008430219,1,7,model5_income_group
num__fao_cereals_yoy_x_instability,0.0,1,7,model5_income_group
num__fao_food_yoy_x_youth_unemp,0.021409977,1,7,model5_income_group
num__gta_harmful_events,0.0,1,7,model5_income_group
num__gta_harmful_events_z,0.024046058,1,7,model5_income_group
num__gta_liberalising_events,0.0,1,7,model5_income_group
num__gta_liberalising_events_z,0.0,1,7,model5_income_group
num__gta_30d_count,0.040382855,1,7,model5_income_group
num__gta_30d_count_z,0.0,1,7,model5_income_group
num__gta_90d_count,0.034091126,1,7,model5_income_group
num__gta_90d_count_z,0.011910488,1,7,model5_income_group
num__fx_pct_7d,0.0,1,7,model6_income_group_nolag
num__fx_pct_30d,0.0051358617,1,7,model6_income_group_nolag
num__fx_pct_90d,0.0044256127,1,7,model6_income_group_nolag
num__fx_vol_7d,0.0047413902,1,7,model6_income_group_nolag
num__fx_vol_30d,0.012428609,1,7,model6_income_group_nolag
num__oil_brent_pct_14d,0.01109506,1,7,model6_income_group_nolag
num__oil_brent_pct_30d,0.0,1,7,model6_income_group_nolag
num__yield_us10y,0.0,1,7,model6_income_group_nolag
num__fx_pct_30d_z,0.0,1,7,model6_income_group_nolag
num__fx_vol_30d_z,0.0,1,7,model6_income_group_nolag
num__oil_brent_pct_30d_z,0.0051326468,1,7,model6_income_group_nolag
num__gdp_growth,0.07557728,1,7,model6_income_group_nolag
num__gdp_per_capita_growth,0.035146646,1,7,model6_income_group_nolag
num__inflation_cpi_yoy,0.028488303,1,7,model6_income_group_nolag
num__unemployment_total,0.0013238224,1,7,model6_income_group_nolag
num__unemployment_youth,0.0,1,7,model6_income_group_nolag
num__unemployment_sa,0.018447103,1,7,model6_income_group_nolag
num__unemployment_sa_z,0.008069056,1,7,model6_income_group_nolag
num__unemployment_rate,0.018478181,1,7,model6_income_group_nolag
num__unemployment_rate_z,0.014787458,1,7,model6_income_group_nolag
num__earnings_monthly,0.013447279,1,7,model6_income_group_nolag
num__earnings_monthly_z,0.0,1,7,model6_income_group_nolag
num__political_stability_est,0.010863857,1,7,model6_income_group_nolag
num__voice_accountability_est,0.32453987,1,7,model6_income_group_nolag
num__government_effectiveness_est,0.0073610805,1,7,model6_income_group_nolag
num__rule_of_law_est,0.0,1,7,model6_income_group_nolag
num__fx_pct_30d_x_instability,0.0,1,7,model6_income_group_nolag
num__oil_brent_pct_30d_x_inflation,0.0,1,7,model6_income_group_nolag
num__economic_stress_index,0.009215203,1,7,model6_income_group_nolag
num__economic_stress_index_z,0.0,1,7,model6_income_group_nolag
num__labour_conflict_index,0.027626662,1,7,model6_income_group_nolag
num__labour_conflict_index_z,0.0101906285,1,7,model6_income_group_nolag
num__protest_mobilisation_index,0.01180779,1,7,model6_income_group_nolag
num__protest_mobilisation_index_z,0.038504582,1,7,model6_income_group_nolag
num__food_cpi_inflation,0.009516376,1,7,model6_income_group_nolag
num__food_cpi_inflation_z,0.0,1,7,model6_income_group_nolag
num__energy_cpi_inflation,0.015799932,1,7,model6_income_group_nolag
num__energy_cpi_inflation_z,0.009348665,1,7,model6_income_group_nolag
num__month_sin,0.0018010875,1,7,model6_income_group_nolag
num__month_cos,0.04594676,1,7,model6_income_group_nolag
num__fao_food_index_yoy,0.023844726,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy,0.018008906,1,7,model6_income_group_nolag
num__fao_oils_index_yoy,0.02251848,1,7,model6_income_group_nolag
num__fao_food_index_yoy_above90,0.0,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_above90,0.0,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_lag1m,0.017174747,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_lag3m,0.021592991,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_lag6m,0.009921683,1,7,model6_income_group_nolag
num__fao_food_index_yoy_lag1m,0.0043017315,1,7,model6_income_group_nolag
num__fao_food_index_yoy_lag3m,0.015520789,1,7,model6_income_group_nolag
num__fao_cereals_yoy_x_instability,0.011183641,1,7,model6_income_group_nolag
num__fao_food_yoy_x_youth_unemp,0.01106145,1,7,model6_income_group_nolag
num__gta_harmful_events,0.0032224779,1,7,model6_income_group_nolag
num__gta_harmful_events_z,0.02279659,1,7,model6_income_group_nolag
num__gta_liberalising_events,0.0,1,7,model6_income_group_nolag
num__gta_liberalising_events_z,0.010919905,1,7,model6_income_group_nolag
num__gta_30d_count,0.00058592536,1,7,model6_income_group_nolag
num__gta_30d_count_z,0.004220635,1,7,model6_income_group_nolag
num__gta_90d_count,0.019869016,1,7,model6_income_group_nolag
num__gta_90d_count_z,0.004009592,1,7,model6_income_group_nolag
num__fx_pct_7d,0.0022256095,1,7,model6_income_group_nolag
num__fx_pct_30d,0.008813997,1,7,model6_income_group_nolag
num__fx_pct_90d,0.016443107,1,7,model6_income_group_nolag
num__fx_vol_7d,0.00953331,1,7,model6_income_group_nolag
num__fx_vol_30d,0.010723468,1,7,model6_income_group_nolag
num__oil_brent_pct_14d,0.0066772015,1,7,model6_income_group_nolag
num__oil_brent_pct_30d,0.0050843474,1,7,model6_income_group_nolag
num__yield_us10y,0.02745537,1,7,model6_income_group_nolag
num__fx_pct_30d_z,0.00906683,1,7,model6_income_group_nolag
num__fx_vol_30d_z,0.008319778,1,7,model6_income_group_nolag
num__oil_brent_pct_30d_z,0.009500752,1,7,model6_income_group_nolag
num__gdp_growth,0.016321559,1,7,model6_income_group_nolag
num__gdp_per_capita_growth,0.0,1,7,model6_income_group_nolag
num__inflation_cpi_yoy,0.0,1,7,model6_income_group_nolag
num__unemployment_total,0.042209037,1,7,model6_income_group_nolag
num__unemployment_youth,0.025975976,1,7,model6_income_group_nolag
num__unemployment_sa,0.024635462,1,7,model6_income_group_nolag
num__unemployment_sa_z,0.026054267,1,7,model6_income_group_nolag
num__unemployment_rate,0.031309236,1,7,model6_income_group_nolag
num__unemployment_rate_z,0.01566965,1,7,model6_income_group_nolag
num__political_stability_est,0.07872444,1,7,model6_income_group_nolag
num__voice_accountability_est,0.0,1,7,model6_income_group_nolag
num__government_effectiveness_est,0.040213212,1,7,model6_income_group_nolag
num__rule_of_law_est,0.056482486,1,7,model6_income_group_nolag
num__fx_pct_30d_x_instability,0.015825007,1,7,model6_income_group_nolag
num__oil_brent_pct_30d_x_inflation,0.014706675,1,7,model6_income_group_nolag
num__economic_stress_index,0.015313029,1,7,model6_income_group_nolag
num__economic_stress_index_z,0.020628536,1,7,model6_income_group_nolag
num__labour_conflict_index,0.0,1,7,model6_income_group_nolag
num__labour_conflict_index_z,0.018142803,1,7,model6_income_group_nolag
num__protest_mobilisation_index,0.007984955,1,7,model6_income_group_nolag
num__protest_mobilisation_index_z,0.012136814,1,7,model6_income_group_nolag
num__food_cpi_inflation,0.039696954,1,7,model6_income_group_nolag
num__food_cpi_inflation_z,0.03056144,1,7,model6_income_group_nolag
num__energy_cpi_inflation,0.017867846,1,7,model6_income_group_nolag
num__energy_cpi_inflation_z,0.028515292,1,7,model6_income_group_nolag
num__month_sin,0.044896748,1,7,model6_income_group_nolag
num__month_cos,0.033466946,1,7,model6_income_group_nolag
num__fao_food_index_yoy,0.02636247,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy,0.002539054,1,7,model6_income_group_nolag
num__fao_oils_index_yoy,0.013757773,1,7,model6_income_group_nolag
num__fao_food_index_yoy_above90,0.0,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_above90,0.0,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_lag1m,0.020508673,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_lag3m,0.016274525,1,7,model6_income_group_nolag
num__fao_cereals_index_yoy_lag6m,0.0077172364,1,7,model6_income_group_nolag
num__fao_food_index_yoy_lag1m,0.0,1,7,model6_income_group_nolag
num__fao_food_index_yoy_lag3m,0.017539304,1,7,model6_income_group_nolag
num__fao_cereals_yoy_x_instability,0.027035803,1,7,model6_income_group_nolag
