country_iso3,date,food_cpi_inflation,energy_cpi_inflation
AGO,2022-04-01,25.927358490566043,
AGO,2022-05-01,25.778892139109423,
AGO,2022-06-01,25.18598205820144,
AGO,2022-07-01,24.58460464741725,
AGO,2022-08-01,23.86211982861559,
AGO,2022-09-01,22.91564418498522,
AGO,2022-10-01,21.746870043532553,
AGO,2022-11-01,20.25743914924536,
AGO,2022-12-01,18.91662627241879,
AGO,2023-01-01,17.115360323375217,
AGO,2023-02-01,15.819147866572813,
AGO,2023-03-01,14.918879448699718,
AGO,2023-04-01,14.240015582508647,
AGO,2023-05-01,13.620288678061222,
AGO,2023-06-01,13.217151929155069,
AGO,2023-07-01,12.859369276844523,
AGO,2023-08-01,12.804627358691167,
AGO,2023-09-01,12.871183092474435,
AGO,2023-10-01,13.071949774442349,
AGO,2023-11-01,14.181159072028349,
AGO,2023-12-01,14.644519175243742,
AGO,2024-01-01,15.486406503845828,
AGO,2024-02-01,16.149259113339976,
AGO,2024-03-01,16.886520832643882,
AGO,2024-04-01,17.67382993094675,
AGO,2024-05-01,18.52520907383701,
AGO,2024-06-01,19.42841705100249,
AGO,2024-07-01,20.2912015883723,
AGO,2024-08-01,20.802071158365678,
AGO,2024-09-01,21.470020542801628,
AGO,2024-10-01,22.118242601410778,
AGO,2024-11-01,19.853162243094058,
AGO,2024-12-01,20.26654656861291,
AGO,2025-01-01,20.859114151626223,
AGO,2025-02-01,21.311164387105674,
AGO,2025-03-01,21.598206095199266,
ALB,2017-01-01,5.815495189530395,2.5987006496751786
ALB,2017-02-01,3.9204376769457427,4.106548279689237
ALB,2017-03-01,3.32359922931178,5.053969534954117
ALB,2017-04-01,3.009333715371132,5.197041839732552
ALB,2017-05-01,3.755165094682522,4.190591316611281
ALB,2017-06-01,5.0949451651799205,2.8517110266159884
ALB,2017-07-01,4.673313558377057,2.677857713828935
ALB,2017-08-01,3.3047613427958256,2.728090336764266
ALB,2017-09-01,3.4783548295584055,2.9537970262448976
ALB,2017-10-01,4.02099520157142,2.558254833911766
ALB,2017-11-01,3.7419087084138436,1.3859275053304865
ALB,2017-12-01,2.8280675307456704,2.8052967140755225
ALB,2018-01-01,2.1683897093412563,2.1432050657574253
ALB,2018-02-01,2.7356602274187347,1.424694708276797
ALB,2018-03-01,3.1284415711145375,0.26886883042058773
ALB,2018-04-01,3.129464764084955,0.43335901386749587
ALB,2018-05-01,2.8035744618716496,1.3245673402300984
ALB,2018-06-01,3.1596127703045873,2.5099717871388316
ALB,2018-07-01,2.9562152005755404,2.4133904242896076
ALB,2018-08-01,2.79469798551093,2.4805447470817032
ALB,2018-09-01,2.6399156900128506,2.2196374915188555
ALB,2018-10-01,1.7728043744938526,2.9971961713235906
ALB,2018-11-01,2.000959151192827,2.0934901061083977
ALB,2018-12-01,2.849715984696388,1.6029004865947938
ALB,2019-01-01,4.346390674408052,0.7248450166905229
ALB,2019-02-01,3.755089830087055,0.9364548494983138
ALB,2019-03-01,2.046992486953414,1.0151312009193614
ALB,2019-04-01,2.680146161189123,1.7451337616262386
ALB,2019-05-01,3.0956690106599627,1.154580152671758
ALB,2019-06-01,2.6706858014093893,0.4175761601973971
ALB,2019-07-01,2.809364580626794,0.4085898897757678
ALB,2019-08-01,2.402997447202715,0.39867109634552644
ALB,2019-09-01,2.4713930747139123,0.3603261900246624
ALB,2019-10-01,3.0003531425866425,-0.5162864920679633
ALB,2019-11-01,3.189415466750134,-0.6086142322097254
ALB,2019-12-01,2.5755801082702146,-0.15024884965724183
ALB,2020-01-01,2.3894342524663825,0.748035223937138
ALB,2020-02-01,1.9012364216937527,0.5301524188204176
ALB,2020-03-01,4.562639429874205,-1.0428517254455927
ALB,2020-04-01,4.323176104088877,-3.0817076618603334
ALB,2020-05-01,4.868572246961311,-3.5468352042260176
ALB,2020-06-01,4.057409464457362,-3.978829978262932
ALB,2020-07-01,3.091415419361443,-3.993564871770605
ALB,2020-08-01,3.0616145273056894,-3.7817906778859767
ALB,2020-09-01,3.753544984645951,-3.6942554799697658
ALB,2020-10-01,4.875621393343943,-4.0384978297792085
ALB,2020-11-01,3.893131620527601,-4.408855393311361
ALB,2020-12-01,2.5487464248204805,-4.420201260227596
ALB,2021-01-01,1.1784240342096464,-4.46428571428571
ALB,2021-02-01,3.2282447707913997,-3.484320557491294
ALB,2021-03-01,3.0591475247844,-1.7053075301782017
ALB,2021-04-01,4.527689142715574,-0.17502917152859565
ALB,2021-05-01,3.6996774425704704,1.4865525672371538
ALB,2021-06-01,2.72052081225993,2.273622047244106
ALB,2021-07-01,4.110641997668507,4.248398225726957
ALB,2021-08-01,4.559851520274072,4.235039795617568
ALB,2021-09-01,4.582227018477503,4.3755518493083345
ALB,2021-10-01,3.8516422925864546,7.2566371681415776
ALB,2021-11-01,5.033631192527377,9.12585000492756
ALB,2021-12-01,6.357926162624006,9.534586244219234
ALB,2022-01-01,6.6949265397716395,9.906542056074752
ALB,2022-02-01,6.900974163010365,10.410771782612937
ALB,2022-03-01,9.263411534756983,17.436647173489273
ALB,2022-04-01,9.945253991663506,19.21878044028833
ALB,2022-05-01,11.374856954312506,18.560277536860358
ALB,2022-06-01,12.579090829382466,21.65335386392071
ALB,2022-07-01,13.213149081219889,15.866111951588513
ALB,2022-08-01,13.992076244266837,15.667420814479648
ALB,2022-09-01,14.005385492629374,14.841620453050108
ALB,2022-10-01,14.560835076863455,13.723872387238734
ALB,2022-11-01,14.692587841297279,8.12787862367923
ALB,2022-12-01,14.171200750805557,5.2371541501976315
ALB,2023-01-01,13.338408522176671,5.29896168993913
ALB,2023-02-01,13.457383264031808,1.8292682926829285
ALB,2023-03-01,11.014613111996274,-5.228649680471409
ALB,2023-04-01,9.594097754241314,-7.4679303864694795
ALB,2023-05-01,10.048709385884802,-9.168495488905148
ALB,2023-06-01,10.250487061583357,-12.008543627877533
ALB,2023-07-01,8.981773958815031,-8.992981883466634
ALB,2023-08-01,7.8066855495379395,-7.1801140994295025
ALB,2023-09-01,7.872355663436603,-5.704697986577189
ALB,2023-10-01,7.430592017243098,-6.529625151148721
ALB,2023-11-01,7.086889570741128,-3.3575544976196525
ALB,2023-12-01,6.688883043388971,-2.313273580879216
ALB,2024-01-01,5.348842227146733,-3.017681060863653
ALB,2024-02-01,2.7156041162496702,-1.2062830860019136
ALB,2024-03-01,2.0286418536991535,-0.33277870216306127
ALB,2024-04-01,1.5174842845380843,0.6357615894039714
ALB,2024-05-01,1.9430722190385552,1.0559284116331114
ALB,2024-06-01,1.9855091286526516,1.3395666636698778
ALB,2024-07-01,1.8630619904697054,1.0491391678622675
ALB,2024-08-01,2.4029531757793654,-1.5453507770655905
ALB,2024-09-01,2.691989673837303,-2.6733790469577245
ALB,2024-10-01,3.0672455116612207,-3.872358775334206
ALB,2024-11-01,3.1683261896899406,-3.7507562008469386
ALB,2024-12-01,2.9790512073373465,-2.4816497728067155
ALB,2025-01-01,2.6392051006847828,-2.226312560259447
ALB,2025-02-01,2.8057939014836553,-3.250175685172174
ALB,2025-03-01,,-3.040154643704429
ARE,2017-01-01,0.581332759177533,2.1866016203502037
ARE,2017-02-01,0.5810200129115595,2.1065459610027926
ARE,2017-03-01,-0.5859166932992599,1.6822754075615842
ARE,2017-04-01,-0.7331845712464147,1.5509921150680173
ARE,2017-05-01,1.1927788523533156,1.4727540500736325
ARE,2017-06-01,1.5213199057210192,0.9950679242017868
ARE,2017-07-01,1.1945392491467421,0.9252053610030231
ARE,2017-08-01,1.2290263973495863,-0.9673313534153571
ARE,2017-09-01,1.5787777897110944,0.0
ARE,2017-10-01,2.5209182578845635,0.5592841163311046
ARE,2017-11-01,1.9989367357788446,0.4386719421985097
ARE,2017-12-01,3.2709780865847193,-0.31773293258909874
ARE,2018-01-01,7.117628170823065,-0.44330775788575805
ARE,2018-02-01,6.290115532734264,-0.6052855924978617
ARE,2018-03-01,4.768538362623231,-1.1683438512706812
ARE,2018-04-01,4.742025262256466,-2.0819112627986303
ARE,2018-05-01,2.548582351067208,-2.510031588832917
ARE,2018-06-01,2.6804558885605623,-3.0157642220699055
ARE,2018-07-01,2.771922428330531,-3.5640849897189852
ARE,2018-08-01,3.029983108108114,-3.9413931968126037
ARE,2018-09-01,3.2670754916472866,-4.399104683195587
ARE,2018-10-01,2.228732865962124,-5.185248566783606
ARE,2018-11-01,1.9180652559157574,-5.3267106277297245
ARE,2018-12-01,1.2317565469412983,-4.996554100620254
ARE,2019-01-01,-1.189048760991207,-5.814351772563797
ARE,2019-02-01,-2.0531400966183666,-5.943905995368393
ARE,2019-03-01,-0.7875626470287389,-6.540685132453183
ARE,2019-04-01,-1.522738886050068,-5.803415824329039
ARE,2019-05-01,-1.1287149218183634,-5.482091251423061
ARE,2019-06-01,-1.6752312435765582,-5.335689045936398
ARE,2019-07-01,-1.7741770074864105,-4.921819474058287
ARE,2019-08-01,-1.4243262629367814,-4.6918205334047
ARE,2019-09-01,-1.3617282686597676,-4.349392165691124
ARE,2019-10-01,-1.750255885363361,-4.286616731341941
ARE,2019-11-01,-1.0534928914800012,-4.1791044776119275
ARE,2019-12-01,-1.0838445807770936,-4.860355458832066
ARE,2020-01-01,-1.7291940539993833,-4.89135375943267
ARE,2020-02-01,0.46239210850802515,-4.632500455954769
ARE,2020-03-01,3.989690721649497,-4.08087895854492
ARE,2020-04-01,5.178497301784968,-4.135060129509716
ARE,2020-05-01,6.032677000418918,-4.095246919299544
ARE,2020-06-01,5.728023413818328,-2.9488615154908526
ARE,2020-07-01,4.865316349968674,-2.915342926555775
ARE,2020-08-01,4.5426195426195415,-3.013570425830603
ARE,2020-09-01,4.1519618019514315,-3.0220297495763493
ARE,2020-10-01,4.677570580268786,-3.441448236847078
ARE,2020-11-01,3.101095720487912,-3.5778344189559164
ARE,2020-12-01,3.493901178416392,-3.1261913839115474
ARE,2021-01-01,2.7577690882897743,-3.1641334480451255
ARE,2021-02-01,1.3194231359312747,-3.423216676228724
ARE,2021-03-01,-2.280162585506107,-3.214938877659068
ARE,2021-04-01,-3.4336457819437505,-3.1747563446878235
ARE,2021-05-01,-2.538522323192405,-3.236402279972961
ARE,2021-06-01,-2.1848739495798353,-3.8846153846153864
ARE,2021-07-01,-1.1847869374751019,-4.023099133782493
ARE,2021-08-01,-0.954559013622347,-3.9177844253594496
ARE,2021-09-01,0.6876619493721314,-3.4656829434035585
ARE,2021-10-01,1.1046974522292974,-3.007518796992481
ARE,2021-11-01,2.707038299578901,-2.7217544546700667
ARE,2021-12-01,2.986416300439476,-2.3219205037386836
ARE,2022-01-01,3.7152012817945,-2.073050345508387
ARE,2022-02-01,5.067635776297186,-1.9009900990099027
ARE,2022-03-01,6.056609516079958,-1.5713575335653873
ARE,2022-04-01,7.990191069786445,-1.2756627466613546
ARE,2022-05-01,8.128103780277684,-1.0383386581469534
ARE,2022-06-01,8.318172629876708,-0.6902761104441768
ARE,2022-07-01,8.98740554156172,-0.30084235860409203
ARE,2022-08-01,9.115550647525339,0.08034548558804033
ARE,2022-09-01,7.482925863604861,0.5732099758648523
ARE,2022-10-01,8.396495718082498,1.4497130776200517
ARE,2022-11-01,6.686841077704031,1.5197262479871299
ARE,2022-12-01,6.0711861119193244,1.8432715551974121
ARE,2023-01-01,5.899391715747826,2.106854838709671
ARE,2023-02-01,6.235588009223658,2.4525635849818483
ARE,2023-03-01,6.026401377463175,2.778619783772851
ARE,2023-04-01,5.885135774434658,2.856854431657574
ARE,2023-05-01,4.292810947605208,3.2082324455205757
ARE,2023-06-01,3.835028459456935,3.2638259292837812
ARE,2023-07-01,3.0230193214384693,3.3494266747133405
ARE,2023-08-01,2.4657282178673245,3.8835925740090316
ARE,2023-09-01,2.7811032323418416,3.729627037296268
ARE,2023-10-01,0.7173992008717711,3.165624689887858
ARE,2023-11-01,2.6534907127824914,3.440071379002685
ARE,2023-12-01,2.7704123617079635,3.283552566511738
ARE,2024-01-01,2.7990517870167597,3.3566985882120592
ARE,2024-02-01,2.215790901691239,3.0538863166190477
ARE,2024-03-01,2.138217250090202,3.1262288635470092
ARE,2024-04-01,1.0722902332231277,3.160270880361171
ARE,2024-05-01,1.797429675563933,3.03030303030305
ARE,2024-06-01,1.7613227893601646,3.141156960296554
ARE,2024-07-01,2.0279971284996368,3.2116788321167933
ARE,2024-08-01,2.8014725689144315,3.1491499227202624
ARE,2024-09-01,1.9353104560523304,3.3641796799691592
ARE,2024-10-01,2.569651068433876,3.482108503270487
ARE,2024-11-01,1.3904982618771822,3.392754456584246
ARE,2024-12-01,1.69928825622776,3.571770564014165
ARE,2025-01-01,,
ARE,2025-02-01,,
ARE,2025-03-01,,
ARG,2017-01-01,,
ARG,2017-02-01,,
ARG,2017-03-01,,
ARG,2017-04-01,,
ARG,2017-05-01,,
ARG,2017-06-01,,
ARG,2017-07-01,,
ARG,2017-08-01,,
ARG,2017-09-01,,
ARG,2017-10-01,,
ARG,2017-11-01,,
ARG,2017-12-01,20.36,55.592899999999986
ARG,2018-01-01,21.295448084152003,54.925580221998004
ARG,2018-02-01,21.70995681486616,52.498378525888434
ARG,2018-03-01,21.180821832526362,48.044454348047694
ARG,2018-04-01,19.939179429910993,50.962432757463525
ARG,2018-05-01,22.26504171256096,47.212825895430676
ARG,2018-06-01,27.45206924169492,48.49283805192381
ARG,2018-07-01,31.044401690897793,47.017235362996715
ARG,2018-08-01,33.518763549800724,52.77726939970717
ARG,2018-09-01,40.36457259494455,53.256473493334646
ARG,2018-10-01,46.40653799868997,65.24848961652093
ARG,2018-11-01,49.6188805106349,66.70385535342885
ARG,2018-12-01,51.1597706879362,45.70028580995664
ARG,2019-01-01,53.02982212846854,48.66177742723386
ARG,2019-02-01,58.32047060847459,52.39846202307454
ARG,2019-03-01,63.952393184347976,55.80468952808562
ARG,2019-04-01,66.20907554024093,48.49469269298863
ARG,2019-05-01,64.87009498375211,55.538397883941904
ARG,2019-06-01,60.752173204582306,55.61547243226963
ARG,2019-07-01,58.074609905112816,57.44299476074737
ARG,2019-08-01,58.83819346150598,51.459870974937495
ARG,2019-09-01,56.90921965761906,51.01265522475378
ARG,2019-10-01,51.82614868032327,41.434245755358305
ARG,2019-11-01,54.63262482706577,40.594852931488276
ARG,2019-12-01,56.811822185725866,39.40290067062404
ARG,2020-01-01,58.826276074171034,36.07498884349272
ARG,2020-02-01,54.24862839555733,28.673402585202968
ARG,2020-03-01,51.29883016503032,26.8679821478788
ARG,2020-04-01,52.213325555501534,23.248032303804102
ARG,2020-05-01,49.6051682464155,18.661524210772473
ARG,2020-06-01,47.40358558028903,16.599246603024966
ARG,2020-07-01,46.00074559484892,15.272947056689512
ARG,2020-08-01,44.53617676494228,15.503001748889478
ARG,2020-09-01,40.75795794999291,14.972791207615789
ARG,2020-10-01,43.94623016877694,15.473684935762954
ARG,2020-11-01,40.397254277223425,16.607776592148692
ARG,2020-12-01,42.05796065153156,17.55969615100559
ARG,2021-01-01,42.25255575002318,18.147553756729607
ARG,2021-02-01,43.85062595762417,19.8280272353756
ARG,2021-03-01,44.76187069255238,19.76225584117588
ARG,2021-04-01,46.37231449136729,23.905307896074568
ARG,2021-05-01,49.89659066397676,26.28653533714931
ARG,2021-06-01,53.15846029283906,28.24214589034806
ARG,2021-07-01,56.364740374442704,30.599730950751415
ARG,2021-08-01,53.37376422080431,29.09309163592615
ARG,2021-09-01,53.36229858353112,29.59787976455526
ARG,2021-10-01,51.37398648362714,29.83663697996899
ARG,2021-11-01,50.48716947864293,29.408228826833493
ARG,2021-12-01,50.345545170324925,28.338831040715327
ARG,2022-01-01,50.505817049063936,29.126512541180972
ARG,2022-02-01,55.79440282112542,30.128514751707502
ARG,2022-03-01,59.745736075181895,38.27379964090583
ARG,2022-04-01,62.11133015141903,39.76023096168353
ARG,2022-05-01,64.1682366626923,41.84486156418112
ARG,2022-06-01,66.35723353387628,47.83414975840354
ARG,2022-07-01,70.55806332801407,50.25025150032958
ARG,2022-08-01,79.9859445927513,56.777029546681405
ARG,2022-09-01,86.61667726407308,58.599062470275975
ARG,2022-10-01,91.58671415214982,66.25952177233529
ARG,2022-11-01,94.19263584532833,76.78554105094899
ARG,2022-12-01,94.95561608458848,80.39106338578341
ARG,2023-01-01,98.36230558096983,91.50360784265233
ARG,2023-02-01,102.629394536224,95.16881131405381
ARG,2023-03-01,106.60069522139435,93.09505166592015
ARG,2023-04-01,114.96549939325438,95.01893910398937
ARG,2023-05-01,117.83436964786178,110.64907533058532
ARG,2023-06-01,116.85938798874042,113.18123775406441
ARG,2023-07-01,116.33588127610169,111.99879142285792
ARG,2023-08-01,133.49306853538283,119.21754915018869
ARG,2023-09-01,150.1323433058067,130.5993669434014
ARG,2023-10-01,153.75539360491027,131.33189719903794
ARG,2023-11-01,183.55659598537798,127.9584804092408
ARG,2023-12-01,251.34164171279477,149.01730489771586
ARG,2024-01-01,296.1848985897692,162.8010871300067
ARG,2024-02-01,303.8234418143811,201.46002716601862
ARG,2024-03-01,308.26978739452534,220.5316657449849
ARG,2024-04-01,292.95852148431874,311.62069405556076
ARG,2024-05-01,289.3996371417482,277.30339783640505
ARG,2024-06-01,285.1229512543389,298.8657331211364
ARG,2024-07-01,275.8179607258105,306.61884433123373
ARG,2024-08-01,236.91959405345196,298.8429277477805
ARG,2024-09-01,201.43038046319583,294.61511746261755
ARG,2024-10-01,183.22568342221558,285.7776166483148
ARG,2024-11-01,147.0815818515844,276.39134071413923
ARG,2024-12-01,94.73960591908921,248.1711002392591
ARG,2025-01-01,64.73943622619028,217.7019897347423
ARG,2025-02-01,51.999776909777886,174.1767671136674
ARG,2025-03-01,45.61187788035834,149.0326317718596
ARM,2017-01-01,1.8035010166387533,-4.311536141915962
ARM,2017-02-01,3.662245331683578,-6.378444737724687
ARM,2017-03-01,3.4017565831201635,-6.160640493512348
ARM,2017-04-01,5.874349463443851,-5.96071803623599
ARM,2017-05-01,6.167154998002089,-5.350957550697466
ARM,2017-06-01,5.050387651764687,-5.257655014390394
ARM,2017-07-01,3.3319791672358656,-2.765518228343622
ARM,2017-08-01,2.577892295312134,-3.0604933545188007
